ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN
"mdl-20586690","Cognitive-behavioral therapy for bipolar disorder.","da Costa, Rafael Thomaz; Rangé, Bernard Pimentel; Malagris, Lucia Emmanoel Novaes; Sardinha, Aline; de Carvalho, Marcele Regine; Nardi, Antonio Egidio","Expert Rev Neurother;10(7): 1089-99, 2010 Jul. ","Expert Rev Neurother","MEDLINE","article","en","2010","Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental; Ensaios Clínicos como Assunto; Humanos","GB","https://dx.doi.org/10.1586/ern.10.75","Bipolar disorder is one of the most serious and prevalent psychiatric disorders. The aim of the present article is to review the efficiency of cognitive-behavioral therapy (CBT) for bipolar patients. Some studies show consistent evidence that cognitive therapy, concomitant to psycho-education and pharmacological treatment, offers efficacy in different phases of the disease. In most of the studies, patients undergoing CBT showed improvements in quality of life, with a reduction in both frequency and duration of mood episodes, as well as higher degrees of compliance and fewer hospitalizations. More studies are required to prove the effectiveness of CBT for bipolar disorder in the context of standardizing diagnostic criteria and measuring instruments to evaluate the disorder's different phases and severity.",20100701,10,7,10.1586/ern.10.75,1744-8360
"mdl-20588072","Basal Ganglia activity in pathological gambling: a fluorodeoxyglucose-positron emission tomography study.","Pallanti, Stefano; Haznedar, M Mehmet; Hollander, Eric; Licalzi, Elizabeth M; Bernardi, Silvia; Newmark, Randall; Buchsbaum, Monte S","Neuropsychobiology;62(2): 132-8, 2010. ","Neuropsychobiology","MEDLINE","article","en","2010","Gânglios da Base/diagnóstico por imagem; Transtornos Disruptivos, de Controle do Impulso e da Conduta; Fluordesoxiglucose F18; Jogo de Azar; Adulto; Antimaníacos/farmacologia; Antimaníacos/uso terapêutico; Gânglios da Base/efeitos dos fármacos; Mapeamento Encefálico; Transtornos Disruptivos, de Controle do Impulso e da Conduta/diagnóstico por imagem; Transtornos Disruptivos, de Controle do Impulso e da Conduta/tratamento farmacológico; Transtornos Disruptivos, de Controle do Impulso e da Conduta/patologia; Transtornos Disruptivos, de Controle do Impulso e da Conduta/psicologia; Feminino; Lateralidade Funcional/efeitos dos fármacos; Humanos; Cloreto de Lítio/farmacologia; Cloreto de Lítio/uso terapêutico; Masculino; Pessoa de Meia-Idade; Tomografia por Emissão de Pósitrons/métodos","CH","https://dx.doi.org/10.1159/000317286","BACKGROUND: Pathological gambling (PG) is a disorder classified as an impulse control disorder (DSM-IV) bridging impulsive, compulsive and addictive behaviors. The striatum and thalamus are supposed to be involved in the pathophysiological substrate of these behaviors. An increased relative glucose metabolic rate (rGMR) in patients with a diagnosis of PG had previously been reported in the medial and orbitofrontal cortex. We extended our studies to include functional alterations of the striatum and thalamus in a cohort of patients with PG before and after treatment with lithium. METHODS: Twenty-one patients with PG who met lifetime comorbid bipolar spectrum diagnoses and a comparison group of 21 age- and sex-matched controls underwent a baseline positron emission tomography (PET) scan. Sixteen of these patients entered a randomized double-blind placebo-controlled parallel-group-design trial of lithium and underwent a follow-up PET scan at week 10. Anatomical MRI were obtained and the structures outlined on consecutive axial slices. These individual hand-drawn templates were used to identify structures on the PET scan of each patient, and the rGMR was measured. RESULTS: The PG patients had a decrement of the rGMR in the ventral parts of the striatum and thalamus, and an increment of the rGMR in the dorsal parts as compared with the controls. Lithium treatment increased the ventral caudate rGMR to a trend level in the patients, but had no effect on the metabolism of either the putamen or the thalamus. CONCLUSION: Because of their extensive connectivity to the frontal cortex, striatal and thalamic functional alteration may contribute to faulty decision making processes in PG patients. By increasing the ventral rGMR of the caudate nucleus, lithium treatment may reduce cognitive dysfunction and symptoms in PG patients.",20100701,62,2,10.1159/000317286,1423-0224
"mdl-20561769","Mindfulness-based cognitive therapy for bipolar disorder: a feasibility trial.","Weber, B; Jermann, F; Gex-Fabry, M; Nallet, A; Bondolfi, G; Aubry, J-M","Eur Psychiatry;25(6): 334-7, 2010 Oct. ","Eur Psychiatry","MEDLINE","article","en","2010","Atenção; Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental/métodos; Depressão/terapia; Meditação/métodos; Psicoterapia de Grupo/métodos; Adulto; Transtorno Bipolar/classificação; Transtorno Bipolar/diagnóstico; Transtorno Bipolar/psicologia; Terapia Cognitivo-Comportamental/estatística &amp; dados numéricos; Transtorno Ciclotímico/terapia; Depressão/psicologia; Estudos de Viabilidade; Feminino; Humanos; Masculino; Meditação/psicologia; Pessoa de Meia-Idade; Inventário de Personalidade; Escalas de Graduação Psiquiátrica; Psicoterapia de Grupo/estatística &amp; dados numéricos; Prevenção Secundária; Índice de Gravidade de Doença; Resultado do Tratamento","GB","https://dx.doi.org/10.1016/j.eurpsy.2010.03.007","BACKGROUND: The present open study investigates the feasibility of Mindfulness-based cognitive therapy (MBCT) in groups solely composed of bipolar patients of various subtypes. MBCT has been mostly evaluated with remitted unipolar depressed patients and little is known about this treatment in bipolar disorder. METHODS: Bipolar outpatients (type I, II and NOS) were included and evaluated for depressive and hypomanic symptoms, as well as mindfulness skills before and after MBCT. Patients' expectations before the program, perceived benefit after completion and frequency of mindfulness practice were also recorded. RESULTS: Of 23 included patients, 15 attended at least four MBCT sessions. Most participants reported having durably, moderately to very much benefited from the program, although mindfulness practice decreased over time. Whereas no significant increase of mindfulness skills was detected during the trial, change of mindfulness skills was significantly associated with change of depressive symptoms between pre- and post-MBCT assessments. CONCLUSIONS: MBCT is feasible and well perceived among bipolar patients. Larger and randomized controlled studies are required to further evaluate its efficacy, in particular regarding depressive and (hypo)manic relapse prevention. The mediating role of mindfulness on clinical outcome needs further examination and efforts should be provided to enhance the persistence of meditation practice with time.",20100622,25,6,10.1016/j.eurpsy.2010.03.007,1778-3585
"mdl-20523080","A symptom-specific analysis of the effect of high-frequency left or low-frequency right transcranial magnetic stimulation over the dorsolateral prefrontal cortex in major depression.","Rossini, D; Lucca, A; Magri, L; Malaguti, A; Smeraldi, E; Colombo, C; Zanardi, R","Neuropsychobiology;62(2): 91-7, 2010. ","Neuropsychobiology","MEDLINE","article","en","2010","Transtorno Depressivo Maior/fisiopatologia; Transtorno Depressivo Maior/terapia; Lateralidade Funcional/fisiologia; Córtex Pré-Frontal/fisiologia; Estimulação Magnética Transcraniana/métodos; Adulto; Idoso; Biofísica; Feminino; Humanos; Masculino; Pessoa de Meia-Idade; Análise Multivariada; Escalas de Graduação Psiquiátrica; Estudos Retrospectivos","CH","https://dx.doi.org/10.1159/000315439","BACKGROUND: We have investigated the efficacy of high-frequency left (HFL) versus low-frequency right (LFR) repetitive transcranial magnetic stimulation (rTMS) in depression, focusing on specific symptoms as possible predictors of outcome for these two different types of stimulation. METHOD: Seventy-four outpatients with a major depressive episode treated with an adequate antidepressant dosage for at least 4 weeks were included in our study and randomly assigned to two different groups: HFL or LFR rTMS. The Hamilton Rating Scale for Depression (HAM-D) items were pooled into 6 factors to evaluate specific symptoms as possible predictors of response. RESULTS: Twenty-one out of 32 patients (65.6%) and 24 out of 42 patients (57.1%) were responders in the HFL and LFR groups, respectively. No significant difference in response rate was observed. Considering the whole sample, we found an inverse correlation between activity and HAM-D score reduction and a significant positive relation between somatic anxiety and outcome. An inverse correlation between psychic anxiety and HAM-D score reduction emerged considering the HFL group. In the LFR group, there was a significant negative relationship between baseline activity and the outcome. CONCLUSION: These findings support the hypothesis that LFR rTMS could be as effective as HFL rTMS and more suitable for patients with a higher anxiety degree, particularly in bipolar patients.",20100605,62,2,10.1159/000315439,1423-0224
"mdl-20579791","The clinical significance of creativity in bipolar disorder.","Murray, Greg; Johnson, Sheri L","Clin Psychol Rev;30(6): 721-32, 2010 Aug. ","Clin Psychol Rev","MEDLINE","article","en","2010","Transtorno Bipolar/psicologia; Criatividade; Afeto; Terapia Comportamental; Transtorno Bipolar/terapia; Humanos; Resultado do Tratamento","US","https://dx.doi.org/10.1016/j.cpr.2010.05.006","Clinical implications of the high rates of creativity within bipolar disorder (BD) have not been explored. The aim of this review is to outline these implications by (i) reviewing evidence for the link between creativity and BD, (ii) developing a provisional model of mechanisms underpinning the creativity-BD link, (iii) describing unique challenges faced by creative-BD populations, and (iv) systematically considering evidence-based psychosocial treatments in the light of this review. While more research into the creativity-BD nexus is urgently required, treatment outcomes will benefit from consideration of this commonly occurring phenotype.",20100629,30,6,10.1016/j.cpr.2010.05.006,1873-7811
"mdl-20444503","How effective is a psychological intervention program for patients with refractory bipolar disorder? A randomized controlled trial.","Isasi, Ana González; Echeburúa, Enrique; Limiñana, José María; González-Pinto, Ana","J Affect Disord;126(1-2): 80-7, 2010 Oct. ","J Affect Disord","MEDLINE","article","en","2010","Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental; Atividades Cotidianas; Adulto; Análise de Variância; Antipsicóticos/uso terapêutico; Transtorno Bipolar/tratamento farmacológico; Terapia Combinada; Feminino; Humanos; Masculino; Escalas de Graduação Psiquiátrica; Resultado do Tratamento","NL","https://dx.doi.org/10.1016/j.jad.2010.03.026","BACKGROUND: The aim of this research was to evaluate the short-term and long-term efficacy of a combined treatment (pharmacological + psychoeducational and cognitive-behavioral therapy) as compared with a standard pharmacological treatment in patients with refractory bipolar disorder. METHOD: 40 patients were randomly assigned to one of the following: Experimental group under combined treatment, and Control group under pharmacological treatment. We used an analysis of variance (ANOVA), including one or two factors, with repeated measures at different evaluation times: baseline, post-treatment, 6-month follow-up and 12-month follow-up. RESULTS: We found significant between-group differences at all evaluation times after the treatment. The experimental group showed less hospitalizations than the control group in the 12-month evaluation (p=0.007) as well as lower rates of depression and anxiety in the 6-month valuation (p=0.015; p=0.027) and the 12-month evaluation (p=0.001; p<0.001). Significant differences in relation to mania and inadaptation emerged in the post-treatment evaluation (p=0.004; p<0.001) and were sustained throughout the study (p=0.002, p<0.001; p<0.001, p<0.001). Analysis of within-group differences in the Experimental group showed reduction of mania (p<0.001), depression (p=0.001), anxiety (p=0.003) and inadaptation (p<0.001) throughout the study; while in the Control group, it showed increased numbers of hospitalizations (p=0.016), as well as higher rates of mania (p=0.030), anxiety (p<0.001) and inadaptation (p=0.003). CONCLUSIONS: Our results suggest that a combined treatment is effective in patients with refractory bipolar disorder. Suggestions for future research are commented on.",20100507,126,1-2,10.1016/j.jad.2010.03.026,1573-2517
"mdl-20433320","Evidence and implications for early intervention in bipolar disorder.","Berk, Michael; Hallam, Karen; Malhi, Gin S; Henry, Lisa; Hasty, Melissa; Macneil, Craig; Yucel, Murat; Pantelis, Chris; Murphy, Brendan; Vieta, Eduard; Dodd, Seetal; McGorry, Patrick D","J Ment Health;19(2): 113-26, 2010 Apr. ","J Ment Health","MEDLINE","article","en","2010","Antimaníacos/uso terapêutico; Transtorno Bipolar/terapia; Psicoterapia/métodos; Adolescente; Adulto; Fatores Etários; Idade de Início; Antidepressivos/uso terapêutico; Transtorno Bipolar/epidemiologia; Transtorno Bipolar/fisiopatologia; Encéfalo/anatomia &amp; histologia; Encéfalo/fisiopatologia; Transtornos Cognitivos/diagnóstico; Transtornos Cognitivos/epidemiologia; Comorbidade; Transtorno Depressivo Maior/tratamento farmacológico; Transtorno Depressivo Maior/epidemiologia; Transtorno Depressivo Maior/psicologia; Eletroconvulsoterapia/métodos; Feminino; Humanos; Imageamento por Ressonância Magnética; Masculino; Testes Neuropsicológicos; Psicologia; Índice de Gravidade de Doença; Fatores de Tempo","GB","https://dx.doi.org/10.3109/09638230903469111","AIMS: To review the evidence that supports early intervention in the treatment of bipolar disorder. BACKGROUND: Bipolar disorder is a pleomorphic condition, with varying manifestations that are determined by a number of complex factors including the stage of illness. It is consequently a notoriously difficult illness to diagnose and as a corollary is associated with lengthy delays in recognition and the initiation of suitable treatment. METHODS: A literature search was conducted using MEDLINE augmented by a manual search. RESULTS: Emerging neuroimaging data suggests that, in contrast to schizophrenia, where at the time of a first-episode of illness there is already discernible volume loss, in bipolar disorder, gross brain structure is relatively preserved, and it is only with recurrences that there is a sequential, but marked loss of brain volume. Recent evidence suggests that both pharmacotherapy and psychotherapy are more effective if instituted early in the course of bipolar disorder, and that with multiple episodes and disease progression there is a noticeable decline in treatment response. CONCLUSIONS: Such data supports the notion of clinical staging, and the tailored implementation of treatments according to the stage of illness. The progressive nature of bipolar disorder further supports the concept that the first episode is a period that requires energetic broad-based treatment, with the hope that this could alter the temporal trajectory of the illness. It also raises hope that prompt treatment may be neuroprotective and that this perhaps attenuates or even prevents the neurostructural and neurocognitive changes seen to emerge with chronicity. This highlights the need for early identification at a population level and the necessity of implementing treatments and services at a stage of the illness where prognosis is optimal.",20100504,19,2,10.3109/09638230903469111,1360-0567
"mdl-20402714","Enhanced working and verbal memory after lamotrigine treatment in pediatric bipolar disorder.","Pavuluri, Mani N; Passarotti, Alessandra M; Mohammed, Tahseen; Carbray, Julie A; Sweeney, John A","Bipolar Disord;12(2): 213-20, 2010 Mar. ","Bipolar Disord","MEDLINE","article","en","2010","Transtorno Bipolar/tratamento farmacológico; Bloqueadores dos Canais de Cálcio/uso terapêutico; Cognição/efeitos dos fármacos; Função Executiva/efeitos dos fármacos; Memória/efeitos dos fármacos; Triazinas/uso terapêutico; Adolescente; Atenção/efeitos dos fármacos; Transtorno Bipolar/diagnóstico; Transtorno Bipolar/psicologia; Estudos de Casos e Controles; Criança; Manual Diagnóstico e Estatístico de Transtornos Mentais; Feminino; Seguimentos; Humanos; Lamotrigina; Masculino; Memória de Curto Prazo/efeitos dos fármacos; Testes Neuropsicológicos; Resultado do Tratamento; Aprendizagem Verbal/efeitos dos fármacos","DK","https://dx.doi.org/10.1111/j.1399-5618.2010.00792.x","OBJECTIVE: To examine the treatment impact of lamotrigine on the neurocognitive profile of patients with pediatric bipolar disorder (PBD). METHOD: Healthy controls (HC) (n = 24; mean age = 12.4 +/- 3.3 years) and unmedicated PBD patients with manic, mixed, or hypomanic episodes (n = 34; mean age = 13 +/- 3.1 years) were matched for IQ, age, sex, race, and socioeconomic status. A neurocognitive battery was administered at baseline and again after 14 weeks, during which PBD patients were treated with lamotrigine. RESULTS: Clinical symptoms improved with treatment in the patient group with significant change from baseline to follow-up on the Young Mania Rating Scale (p < 0.001) and the Children's Depression Rating Scale-Revised (p < 0.001). Global neurocognitive function improved with lamotrigine in PBD patients over time relative to that in HC, although overall performance remained impaired. Working memory and verbal memory significantly improved with treatment in patients, and deficits in these domains were no longer significantly impaired relative to HC at follow-up. Executive function significantly improved with treatment in the patient group but still lagged behind HC at follow-up. Performance on attention tests did not improve with treatment. CONCLUSIONS: There appears to be significant improvement in cognitive abilities in PBD patients treated with lamotrigine that is most prominent in the areas of working memory and verbal memory and that occurs along with mood stabilization.",20100421,12,2,10.1111/j.1399-5618.2010.00792.x,1399-5618
"mdl-20363092","Smoking outcome by psychiatric history after behavioral and varenicline treatment.","McClure, Jennifer B; Swan, Gary E; Catz, Sheryl L; Jack, Lisa; Javitz, Harold; McAfee, Tim; Deprey, Mona; Richards, Julie; Zbikowski, Susan M","J Subst Abuse Treat;38(4): 394-402, 2010 Jun. ","J Subst Abuse Treat","MEDLINE","article","en","2010","Terapia Comportamental/métodos; Benzazepinas/uso terapêutico; Transtornos Mentais/complicações; Quinoxalinas/uso terapêutico; Abandono do Hábito de Fumar/métodos; Adulto; Benzazepinas/efeitos adversos; Terapia Combinada; Aconselhamento Diretivo/métodos; Feminino; Seguimentos; Humanos; Masculino; Transtornos Mentais/fisiopatologia; Pessoa de Meia-Idade; Agonistas Nicotínicos/efeitos adversos; Agonistas Nicotínicos/uso terapêutico; Quinoxalinas/efeitos adversos; Resultado do Tratamento; Vareniclina","US","https://dx.doi.org/10.1016/j.jsat.2010.03.007","Treatment outcomes were compared across smokers enrolled in the COMPASS cessation trial with (positive psychiatric history [PH+], n = 271) and without (PH-, n = 271) a diagnosis of PH based on medical record evidence of anxiety, depression, psychotic disorder, or bipolar disorder. Everyone received behavioral counseling plus varenicline and was followed for 6 months post quit date. PH+ smokers took varenicline for fewer days on average (59.4 vs. 68.5, p < or = .01) but did not differ in their use of behavioral treatment. PH+ smokers were more likely to report anxiety and depression, but side-effect intensity ratings did not differ after adjusting for multiple comparisons. Overall, all side effects were rated as moderate intensity or less. Groups had similar 30-day abstinence rates at 6 months (31.5% PH+ vs. 35.4% PH-, p = .35). In sum, having a psychiatric diagnosis in this trial did not predict worse treatment outcome or worse treatment side effects.",20100406,38,4,10.1016/j.jsat.2010.03.007,1873-6483
"mdl-20361895","Lithium treatment effects on the neuropsychological functioning of patients with bipolar I disorder.","López-Jaramillo, Carlos; Lopera-Vásquez, Juan; Ospina-Duque, Jorge; García, Jenny; Gallo, Aurora; Cortez, Vladimir; Palacio, Carlos; Torrent, Carla; Martínez-Arán, Anabel; Vieta, Eduard","J Clin Psychiatry;71(8): 1055-60, 2010 Aug. ","J Clin Psychiatry","MEDLINE","article","en","2010","Antidepressivos/uso terapêutico; Transtorno Bipolar/tratamento farmacológico; Transtornos Cognitivos/diagnóstico; Carbonato de Lítio/uso terapêutico; Testes Neuropsicológicos/estatística &amp; dados numéricos; Adolescente; Adulto; Transtorno Bipolar/diagnóstico; Transtorno Bipolar/epidemiologia; Transtornos Cognitivos/tratamento farmacológico; Transtornos Cognitivos/epidemiologia; Comorbidade; Feminino; Humanos; Masculino; Pessoa de Meia-Idade; Desempenho Psicomotor/efeitos dos fármacos","US","https://dx.doi.org/10.4088/JCP.08m04673yel","OBJECTIVE: To determine if medication plays a major role in cognitive impairment in bipolar disorder and if regular treatment with lithium influences the cognitive performance of a group of euthymic patients with bipolar I disorder. METHOD: Cognitive performance was assessed using neuropsychological tests of attention, memory, and executive function on 60 subjects: 20 euthymic bipolar I patients with no medication intake, 20 euthymic bipolar I patients who were following regular treatment with lithium carbonate monotherapy, and a third group of 20 control healthy subjects. The subjects were evaluated from January 2005 to October 2006. Patients were diagnosed using DSM-IV criteria for bipolar disorder. RESULTS: Compared to the healthy group, bipolar I patients had significantly lower performance on episodic verbal and visual-verbal memory regardless of their medication status. No significant cognitive performance differences were found between the two groups of patients with bipolar disorder, suggesting that lithium therapy had no deleterious effects on cognition. CONCLUSION: Patients with bipolar I disorder have verbal memory deficits that are not explained by medication or by lithium monotherapy, but by the condition itself.",20100406,71,8,10.4088/JCP.08m04673yel,1555-2101
"mdl-20361907","Neurocognitive functioning in patients with bipolar I disorder recently recovered from a first manic episode.","Torres, Ivan J; DeFreitas, Vanessa G; DeFreitas, Colin M; Kauer-Sant'Anna, Marcia; Bond, David J; Honer, William G; Lam, Raymond W; Yatham, Lakshmi N","J Clin Psychiatry;71(9): 1234-42, 2010 Sep. ","J Clin Psychiatry","MEDLINE","article","en","2010","Transtorno Bipolar/diagnóstico; Transtornos Cognitivos/diagnóstico; Testes Neuropsicológicos/estatística &amp; dados numéricos; Adolescente; Adulto; Antimaníacos/uso terapêutico; Transtorno Bipolar/tratamento farmacológico; Transtorno Bipolar/psicologia; Transtornos Cognitivos/tratamento farmacológico; Transtornos Cognitivos/psicologia; Feminino; Humanos; Masculino; Psicometria; Psicotrópicos/uso terapêutico; Adulto Jovem","US","https://dx.doi.org/10.4088/JCP.08m04997yel","OBJECTIVE: Although cognitive impairment is an important clinical feature of bipolar disorder, it is unknown whether deficits are present at illness onset. The purpose of this study was to determine whether neuropsychological impairments are present in clinically stable patients with bipolar disorder shortly after resolution of their first manic episode. METHOD: Within a large university medical center, 45 recently diagnosed (DSM-IV-TR) patients with bipolar disorder type I were evaluated after resolution of their first manic episode, along with 25 matched healthy comparison subjects. Participants were administered a neuropsychological battery evaluating 5 broad cognitive domains, including verbal/premorbid intellectual functioning, learning/memory, spatial/nonverbal reasoning, attention/processing speed, and executive function. Data were collected from July 2004 to August 2007. RESULTS: Relative to controls, patients showed broad impairments in learning/memory, spatial/nonverbal reasoning, executive function, and some aspects of attention (all P < .01). Specifically, deficits were evident on tests assessing sustained attention, attentional and mental set shifting, spatial working memory, nonverbal reasoning, and verbal learning and recall (all P < .01). Cognitive impairments in patients could not be fully attributed to substance abuse, medication status, or residual mood symptoms. CONCLUSIONS: Results indicate that core neuropsychological deficits in sustained attention, learning and recall, spatial/nonverbal reasoning, and several aspects of executive function are present at illness onset. Cognitive deficits in bipolar disorder are, thus, most likely not exclusively attributable to progressive decline associated with increased illness burden, cumulative treatment effects, or chronicity of illness. These findings may provide etiologic clues into the illness and identify clinical targets for early treatment.",20100406,71,9,10.4088/JCP.08m04997yel,1555-2101
"mdl-20392298","Excellent lithium responders have normal cognitive functions and plasma BDNF levels.","Rybakowski, Janusz K; Suwalska, Aleksandra","Int J Neuropsychopharmacol;13(5): 617-22, 2010 Jun. ","Int J Neuropsychopharmacol","MEDLINE","article","en","2010","Transtorno Bipolar/sangue; Transtorno Bipolar/psicologia; Fator Neurotrófico Derivado do Encéfalo/sangue; Cognição/fisiologia; Lítio/uso terapêutico; Testes Neuropsicológicos; Adulto; Idoso; Transtorno Bipolar/tratamento farmacológico; Cognição/efeitos dos fármacos; Feminino; Humanos; Lítio/sangue; Lítio/farmacologia; Masculino; Pessoa de Meia-Idade","GB","https://dx.doi.org/10.1017/S1461145710000404","In bipolar patients, neuropsychological and biochemical disturbances persist into the remission period. Excellent lithium responders (ELRs) comprise around one third of lithium-treated patients and have total remission of recurrences on lithium monotherapy. The objective of the study was to assess the performance on neuropsychological tests and to measure brain-derived neurotrophic factor (BDNF) plasma levels in ELRs compared to patients where the effect of lithium was not optimal, and with matched healthy control subjects. The study was performed with 60 patients on prophylactic lithium treatment, 13 of whom were ELRs, and with 60 matched healthy controls. Neuropsychological tests from the CANTAB battery measuring spatial working memory and sustained attention were used. ELRs performed better on all neuropsychological tests, and had higher plasma BDNF levels than the remaining lithium patients but not different from those of healthy controls. ELRs may constitute a specific subgroup of bipolar patients in which long-term lithium administration can produce complete normality.",20100416,13,5,10.1017/S1461145710000404,1469-5111
"mdl-20233615","Disorder-specific psychosocial interventions for bipolar disorder--a systematic review of the evidence for mental health nursing practice.","Crowe, Marie; Whitehead, Lisa; Wilson, Lynere; Carlyle, Dave; O'Brien, Anthony; Inder, Maree; Joyce, Peter","Int J Nurs Stud;47(7): 896-908, 2010 Jul. ","Int J Nurs Stud","MEDLINE","article","en","2010","Transtorno Bipolar/enfermagem; Enfermagem Baseada em Evidências; Enfermagem Psiquiátrica; Transtorno Bipolar/tratamento farmacológico; Terapia Cognitivo-Comportamental; Família; Humanos; Compostos de Lítio/uso terapêutico","GB","https://dx.doi.org/10.1016/j.ijnurstu.2010.02.012","AIMS: To systematically review the evidence for the efficacy of psychosocial interventions for bipolar disorder and examine the implications for mental health nursing practice. BACKGROUND: Bipolar disorder is associated with significant psychosocial impairment and high use of mental health services. Generally medication is effective in the treatment of acute episodes but there is increasing evidence that while a large majority of patients recover from these episodes of mania and/or depression, many do not achieve a functional recovery. In response a range of psychotherapies have either been adapted or developed. DESIGN: An extensive review of the literature was performed using Medline, Cinahl and PsycINFO databases and 35 relevant research studies were chosen that met inclusion criteria. FINDINGS: All the identified psychosocial interventions were structured, adhered to manualized protocols and had solid evidence demonstrating their effectiveness when used as an adjunct to psychopharmacology. The identified psychosocial interventions all incorporated some features of a psycho-education including developing an acceptance of the disorder, awareness of its prodromes and signs of relapse, and communication with others; and several emphasise regular sleep and activity habits. CONCLUSION: Mental health nurses have an important role to play in integrating psychosocial interventions into their clinical practice settings and in conducting high quality trials of their clinical effectiveness. Nurses are well-positioned to lead pragmatic trials of the clinical effectiveness of these psychosocial interventions in mental health services because of their experience and expertise in working with patients with bipolar disorder.",20100318,47,7,10.1016/j.ijnurstu.2010.02.012,1873-491X
"mdl-20200829","[Bipolar disorders as co-morbidity in childhood and adolescence--underdiagnosed or overinterpreted? Therapy of a 14-year-old boy with hyperkinetic conduct disorder and hypomania]./ Bipolare Störungen als Komorbidität im Kindes- und Jugendalter--unterdiagnostiziert oder überinterpretiert? Therapie eines 14-Jährigen mit Hyperkinetischer Störung des Sozialverhaltens und Hypomanie.","Rothermel, Boris; Poustka, Luise; Banaschewski, Tobias; Becker, Katja","Z Kinder Jugendpsychiatr Psychother;38(2): 123-9; quiz 130, 2010 Mar. ","Z Kinder Jugendpsychiatr Psychother","MEDLINE","article","de","2010","Transtorno do Deficit de Atenção com Hiperatividade/diagnóstico; Transtorno do Deficit de Atenção com Hiperatividade/tratamento farmacológico; Transtorno Bipolar/diagnóstico; Transtorno Bipolar/tratamento farmacológico; Transtorno da Conduta/diagnóstico; Transtorno da Conduta/tratamento farmacológico; Transtornos do Comportamento Social/diagnóstico; Transtornos do Comportamento Social/tratamento farmacológico; Adolescente; Agressão/psicologia; Antipsicóticos/uso terapêutico; Transtorno do Deficit de Atenção com Hiperatividade/psicologia; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/diagnóstico; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/tratamento farmacológico; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/psicologia; Terapia Comportamental; Transtorno Bipolar/psicologia; Estimulantes do Sistema Nervoso Central/uso terapêutico; Terapia Combinada; Comorbidade; Transtorno da Conduta/psicologia; Comparação Transcultural; Educação; Hospitalização; Humanos; Classificação Internacional de Doenças; Humor Irritável; Masculino; Metilfenidato/uso terapêutico; Equipe de Assistência ao Paciente; Psicoterapia; Risperidona/uso terapêutico; Transtornos do Comportamento Social/psicologia; Transtornos Relacionados ao Uso de Substâncias/diagnóstico; Transtornos Relacionados ao Uso de Substâncias/psicologia","CH","https://dx.doi.org/10.1024/1422-4917.a000019","OBJECTIVE: Considerable debate exists regarding differing prevalence rates of co-morbid bipolar disorder in children and adolescents with ADHD in Germany as compared to the US. METHODS: Described in this case report are the assessment of and treatment procedure for a 14-year old boy with hyperkinetic conduct disorder and co-morbid hypomanic episode, as well as different possible interpretations of symptoms. CONCLUSIONS: Further studies of children and adolescents with ADHD and coexisting impulsive-aggressive behaviour are needed. Important in practice is a precise differentiation of symptoms with regard to co-morbid bipolar disorder.",20100305,38,2,10.1024/1422-4917.a000019,1422-4917
