Index,Title,Authors,DOI,Base
539,"Relationships between auditory event-related potentials and mood state, medication, and comorbid psychiatric illness in patients with bipolar disorder.","Fridberg, Daniel J; Hetrick, William P; Brenner, Colleen A; Shekhar, Anantha; Steffen, Ashley N; Malloy, Frederick W; O'Donnell, Brian F",10.1111/j.1399-5618.2009.00758.x,bvs
540,Preliminary study in patients with obsessive-compulsive disorder treated with electrical stimulation in the inferior thalamic peduncle.,"Jiménez-Ponce, Fiacro; Velasco-Campos, Francisco; Castro-Farfán, Guillermo; Nicolini, Humberto; Velasco, Ana Luisa; Salín-Pascual, Rafael; Trejo, David; Criales, José Luis",10.1227/01.NEU.0000345938.39199.90,bvs
541,Recognizing ADHD in adults with comorbid mood disorders: implications for identification and management.,"Goodman, David W; Thase, Michael E",10.3810/pgm.2009.09.2049,bvs
542,Topiramate and phenytoin anti-immobility effect in the mice forced swimming test is reversed by veratrine: Implication for bipolar depression treatment.,"Bourin, Michel; Chenu, Franck; Hascoët, Martine",10.1016/j.bbr.2009.07.030,bvs
543,"A community-friendly"" version of integrated group therapy for patients with bipolar disorder and substance dependence: a randomized controlled trial.""","Weiss, Roger D; Griffin, Margaret L; Jaffee, William B; Bender, Rachel E; Graff, Fiona S; Gallop, Robert J; Fitzmaurice, Garrett M",10.1016/j.drugalcdep.2009.04.018,bvs
544,Neuropsychiatric problems after traumatic brain injury: unraveling the silent epidemic.,"Vaishnavi, Sandeep; Rao, Vani; Fann, Jesse R",10.1176/appi.psy.50.3.198,bvs
545,Response to prophylactic lithium in bipolar disorder may be associated with a preservation of executive cognitive functions.,"Rybakowski, Janusz K; Permoda-Osip, Agnieszka; Borkowska, Alina",10.1016/j.euroneuro.2009.06.002,bvs
546,Efficacy and safety limitations of attention-deficit hyperactivity disorder pharmacotherapy in children and adults.,"Wigal, Sharon B",10.2165/00023210-200923000-00004,bvs
547,Is psychopharmacologic treatment associated with neuropsychological deficits in bipolar youth?,"Henin, Aude; Mick, Eric; Biederman, Joseph; Fried, Ronna; Hirshfeld-Becker, Dina R; Micco, Jamie A; Miller, Katherine G; Rycyna, Caroline C; Wozniak, Janet",10.4088/JCP.08m04696,bvs
548,Treatment nonadherence and neurocognitive impairment in bipolar disorder.,"Martinez-Aran, Anabel; Scott, Jan; Colom, Francesc; Torrent, Carla; Tabares-Seisdedos, Rafael; Daban, Claire; Leboyer, Marion; Henry, Chantal; Goodwin, Guy M; Gonzalez-Pinto, Ana; Cruz, Nuria; Sanchez-Moreno, Jose; Vieta, Eduard",10.4088/JCP.08m04408,bvs
549,Medicating mood with maintenance in mind: bipolar depression pharmacotherapy.,"Malhi, Gin S; Adams, Danielle; Berk, Michael",10.1111/j.1399-5618.2009.00711.x,bvs
550,"Psychosocial treatments for bipolar disorder: cost-effectiveness, mediating mechanisms, and future directions.","Miklowitz, David J; Scott, Jan",10.1111/j.1399-5618.2009.00715.x,bvs
551,Identifying and treating cognitive impairment in bipolar disorder.,"Goldberg, Joseph F; Chengappa, K N Roy",10.1111/j.1399-5618.2009.00716.x,bvs
552,Enhancing outcomes in patients with bipolar disorder: results from the Bipolar Disorder Center for Pennsylvanians Study.,"Fagiolini, Andrea; Frank, Ellen; Axelson, David A; Birmaher, Boris; Cheng, Yu; Curet, David E; Friedman, Edward S; Gildengers, Ariel G; Goldstein, Tina; Grochocinski, Victoria J; Houck, Patricia R; Stofko, Mary G; Thase, Michael E; Thompson, Wesley K; Turkin, Scott R; Kupfer, David J",10.1111/j.1399-5618.2009.00700.x,bvs
553,Executive functioning in schizophrenia: a thorough examination of performance on the Hayling Sentence Completion Test compared to psychiatric and non-psychiatric controls.,"Joshua, Nicole; Gogos, Andrea; Rossell, Susan",10.1016/j.schres.2009.05.029,bvs
554,O uso da psicoeducação no tratamento do transtorno bipolar/ Use of psychoeducation in the treatment of bipolar disorder,"Figueiredo, Ângela Leggerini de; Souza, Luciano de; Dell'Áglio Jr, José Caetano; Argimon, Irani Iracema de Lima",,bvs
555,O uso da psicoeducação no tratamento do transtorno bipolar/ Use of psychoeducation in the treatment of bipolar disorder,"Figueiredo, Ângela Leggerini de; Souza, Luciano de; Dell'Áglio Jr, José Caetano; Argimon, Irani Iracema de Lima",,bvs
556,Preventing mania: a preliminary examination of the GOALS Program.,"Johnson, Sheri L; Fulford, Daniel",10.1016/j.beth.2008.03.002,bvs
557,Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) collaborative update of CANMAT guidelines for the management of patients with bipolar disorder: update 2009.,"Yatham, Lakshmi N; Kennedy, Sidney H; Schaffer, Ayal; Parikh, Sagar V; Beaulieu, Serge; O'Donovan, Claire; MacQueen, Glenda; McIntyre, Roger S; Sharma, Verinder; Ravindran, Arun; Young, L Trevor; Young, Allan H; Alda, Martin; Milev, Roumen; Vieta, Eduard; Calabrese, Joseph R; Berk, Michael; Ha, Kyooseob; Kapczinski, Flávio",10.1111/j.1399-5618.2009.00672.x,bvs
558,The neurocognitive performance of drug-free and medicated euthymic bipolar patients do not differ.,"Goswami, U; Sharma, A; Varma, A; Gulrajani, C; Ferrier, I N; Young, A H; Gallagher, P; Thompson, J M; Moore, P B",10.1111/j.1600-0447.2009.01390.x,bvs
559,"A double-blind, placebo-controlled pilot study of galantamine to improve cognitive dysfunction in minimally symptomatic bipolar disorder.","Ghaemi, S Nassir; Gilmer, William S; Dunn, Robert T; Hanlon, Robert E; Kemp, David E; Bauer, Amber D; Chriki, Lyvia; Filkowski, Megan M; Harvey, Philip D",10.1097/JCP.0b013e3181a497d7,bvs
560,Factor structure and psychometric properties of the Modified Scale for Suicidal Ideation among suicidal youth.,"Pettit, Jeremy W; Garza, Monica J; Grover, Kelly E; Schatte, Dawnelle J; Morgan, Sharon T; Harper, Andrew; Saunders, Ann E",10.1002/da.20575,bvs
561,Progressive gray matter reduction of the superior temporal gyrus during transition to psychosis.,"Takahashi, Tsutomu; Wood, Stephen J; Yung, Alison R; Soulsby, Bridget; McGorry, Patrick D; Suzuki, Michio; Kawasaki, Yasuhiro; Phillips, Lisa J; Velakoulis, Dennis; Pantelis, Christos",10.1001/archgenpsychiatry.2009.12,bvs
562,Brain-derived neurotrophic factor serum levels before and after treatment for acute mania.,"Tramontina, Juliana Fernandes; Andreazza, Ana Cristina; Kauer-Sant'anna, Marcia; Stertz, Laura; Goi, Julia; Chiarani, Fabria; Kapczinski, Flávio",10.1016/j.neulet.2009.01.028,bvs
563,Expression of hippocampal brain-derived neurotrophic factor and its receptors in Stanley consortium brains.,"Dunham, J S; Deakin, J F W; Miyajima, F; Payton, A; Toro, C T",10.1016/j.jpsychires.2009.03.008,bvs
564,Relationship between psychosocial adjustment and executive function in patients with bipolar disorder and schizophrenia in remission: the mediating and moderating effects of insight.,"Yen, Cheng-Fang; Cheng, Chung-Ping; Huang, Chi-Fen; Ko, Chih-Hung; Yen, Ju-Yu; Chang, Yu-Ping; Chen, Cheng-Sheng",10.1111/j.1399-5618.2008.00650.x,bvs
565,Pharmacologic treatment of pediatric bipolar disorder.,"Nandagopal, Jayasree J; DelBello, Melissa P; Kowatch, Robert",10.1016/j.chc.2008.11.004,bvs
566,Psychosocial treatments for childhood and adolescent bipolar disorder.,"West, Amy E; Pavuluri, Mani N",10.1016/j.chc.2008.11.009,bvs
567,Influence of clinical and neuropsychological variables on the psychosocial and occupational outcome of remitted bipolar patients.,"Mur, Maria; Portella, Maria J; Martinez-Aran, Anabel; Pifarre, Josep; Vieta, Eduard",10.1159/000207456,bvs
568,Neurocognitive function in pediatric bipolar disorder: 3-year follow-up shows cognitive development lagging behind healthy youths.,"Pavuluri, Mani N; West, Amy; Hill, S Kristian; Jindal, Kittu; Sweeney, John A",10.1097/CHI.0b013e318196b907,bvs
569,"Binocular depth inversion as a paradigm of reduced visual information processing in prodromal state, antipsychotic-naïve and treated schizophrenia.","Koethe, Dagmar; Kranaster, Laura; Hoyer, Carolin; Gross, Sonja; Neatby, Miriam A; Schultze-Lutter, Frauke; Ruhrmann, Stephan; Klosterkötter, Joachim; Hellmich, Martin; Leweke, F Markus",10.1007/s00406-008-0851-6,bvs
570,Characterizing impulsivity in mania.,"Strakowski, Stephen M; Fleck, David E; DelBello, Melissa P; Adler, Caleb M; Shear, Paula K; McElroy, Susan L; Keck, Paul E; Moss, Quinton; Cerullo, Michael A; Kotwal, Renu; Arndt, Stephan",10.1111/j.1399-5618.2008.00658.x,bvs
571,Effects of symptom reduction and psychotropic medication on cognitive impairment in depression.,"Frasch, K; Bullacher, C; Jäger, M; Kilian, R; Rink, M; Wittek, R; Becker, T; Neumann, N U",10.1159/000187635,bvs
572,Functional neuroimaging studies of bipolar disorder: examining the wide clinical spectrum in the search for disease endophenotypes.,"Pan, Lisa; Keener, Matthew T; Hassel, Stefanie; Phillips, Mary L",10.1080/09540260902962164,bvs
573,Advance directives based on cognitive therapy: a way to overcome coercion related problems.,"Khazaal, Yasser; Chatton, Anne; Pasandin, Natalia; Zullino, Daniele; Preisig, Martin",10.1016/j.pec.2008.08.006,bvs
574,Temporal lobe volume in bipolar disorder: relationship with diagnosis and antipsychotic medication use.,"Jones, Lindsay D; Payne, Martha E; Messer, Denise F; Beyer, John L; MacFall, James R; Krishnan, K Ranga R; Taylor, Warren D",10.1016/j.jad.2008.07.003,bvs
575,Unilateral rubral tremor following treatment with risperidone.,"Shen, Yu-Chih",10.1080/15622970801958349,bvs
576,Brain lithium levels and effects on cognition and mood in geriatric bipolar disorder: a lithium-7 magnetic resonance spectroscopy study.,"Forester, Brent P; Streeter, Chris C; Berlow, Yosef A; Tian, Hua; Wardrop, Megan; Finn, Chelsea T; Harper, David; Renshaw, Perry F; Moore, Constance M",10.1097/JGP.0b013e318172b3d0,bvs
577,Severity of bipolar disorder is associated with impairment of response inhibition.,"Swann, Alan C; Lijffijt, Marijn; Lane, Scott D; Steinberg, Joel L; Moeller, F Gerard",10.1016/j.jad.2008.10.022,bvs
578,The impact of psychotherapy sessions: internal structure of the Dutch Session Evaluation Questionnaire (SEQ).,"Hafkenscheid, Anton",10.1348/147608308X380750,bvs
579,Neurocognitive functions in euthymic bipolar patients.,"Jamrozinski, K; Gruber, O; Kemmer, C; Falkai, P; Scherk, H",10.1111/j.1600-0447.2008.01320.x,bvs
580,"[Lack of insight in schizophrenia: a review. Part I: theoretical concept, clinical aspects and Amador's model]./ La conscience des troubles (insight) dans la schizophrénie : une revue critique. Partie I : insight et schizophrénie, caractéristiques cliniques de l'insight.","Raffard, S; Bayard, S; Capdevielle, D; Garcia, F; Boulenger, J-P; Gely-Nargeot, M-C",10.1016/j.encep.2007.10.008,bvs
581,Cognitive-behavioural treatment of first diagnosis bipolar disorder.,"Jones, Steven H; Burrell-Hodgson, Gerrard",10.1002/cpp.584,bvs
582,An adaptation of the Interpersonal Problem Areas Rating Scale: pilot and interrater agreement study/ Adaptação da Escala de Áreas Problema da Psicoterapia Interpessoal: estudo piloto e avaliação de concordância,"Andrade, Ana Claudia Fontes de; Frank, Ellen; Lotufo Neto, Francisco; Houck, Patricia R",,bvs
583,Mental imagery as an emotional amplifier: application to bipolar disorder.,"Holmes, Emily A; Geddes, John R; Colom, Francesc; Goodwin, Guy M",10.1016/j.brat.2008.09.005,bvs
584,A comparison of cognitive functioning in medicated and unmedicated subjects with bipolar depression.,"Holmes, M Kathleen; Erickson, Kristine; Luckenbaugh, David A; Drevets, Wayne C; Bain, Earle E; Cannon, Dara M; Snow, Joseph; Sahakian, Barbara J; Manji, Husseini K; Zarate, Carlos A",10.1111/j.1399-5618.2008.00628.x,bvs
585,Effectiveness and efficiency of cognitive-behavioral group therapy for inpatients: 4-year follow-up study.,"Veltro, Franco; Vendittelli, Nicola; Oricchio, Ines; Addona, Franco; Avino, Camillo; Figliolia, Gianluca; Morosini, Pierluigi",10.1097/01.pra.0000336755.57684.45,bvs
586,Double-blind randomized controlled study comparing short-term efficacy of bifrontal and bitemporal electroconvulsive therapy in acute mania.,"Hiremani, Raja M; Thirthalli, Jagadisha; Tharayil, Biju S; Gangadhar, Bangalore N",10.1111/j.1399-5618.2008.00608.x,bvs
587,Elevated left and reduced right orbitomedial prefrontal fractional anisotropy in adults with bipolar disorder revealed by tract-based spatial statistics.,"Versace, Amelia; Almeida, Jorge R C; Hassel, Stefanie; Walsh, Nicholas D; Novelli, Massimiliano; Klein, Crystal R; Kupfer, David J; Phillips, Mary L",10.1001/archpsyc.65.9.1041,bvs
588,[Functional behavior and psychosocial therapy in bipolar disorder]./ Devenir fonctionnel et thérapeutiques psycho-sociales dans le trouble bipolaire.,"Gut-Fayand, A",10.1016/S0013-7006(08)80628-8,bvs
589,Neuropsychological profile in bipolar disorder: a preliminary study of monotherapy lithium-treated euthymic bipolar patients evaluated at a 2-year interval.,"Mur, M; Portella, M J; Martínez-Arán, A; Pifarré, J; Vieta, E",10.1111/j.1600-0447.2008.01245.x,bvs
590,Adjunctive psychotherapy for bipolar disorder: state of the evidence.,"Miklowitz, David J",10.1176/appi.ajp.2008.08040488,bvs
591,"FDG-PET study in pathological gamblers. 1. Lithium increases orbitofrontal, dorsolateral and cingulate metabolism.","Hollander, Eric; Buchsbaum, Monte S; Haznedar, M Mehmet; Berenguer, Jessica; Berlin, Heather A; Chaplin, William; Goodman, Chelain R; LiCalzi, Elizabeth M; Newmark, Randall; Pallanti, Stefano",10.1159/000154478,bvs
592,Role of a 'stay well' approach in the management of bipolar disorder.,"Russell, Sarah J",10.1080/00048670802119812,bvs
593,Brain oscillatory responses in patients with bipolar disorder manic episode before and after valproate treatment.,"Ozerdem, Aysegül; Güntekin, Bahar; Tunca, Zeliha; Basar, Erol",10.1016/j.brainres.2008.06.101,bvs
594,Relationship between insight and neurocognition in patients with bipolar I disorder in remission.,"Yen, Cheng-Fang; Cheng, Chung-Ping; Ko, Chih-Hung; Yen, Ju-Yu; Huang, Chi-Fen; Chen, Cheng-Sheng",10.1016/j.comppsych.2007.12.006,bvs
595,Suicidality and its association with insight and neurocognition in taiwanese patients with bipolar I disorder in remission.,"Yen, Cheng-Fang; Cheng, Chung-Ping; Ko, Chih-Hung; Yen, Ju-Yu; Huang, Chi-Fen; Chen, Cheng-Sheng",10.1097/NMD.0b013e3181775a3d,bvs
596,Clinical trial of wellness training: health promotion for severely mentally ill adults.,"Chafetz, Linda; White, Mary; Collins-Bride, Gerri; Cooper, Bruce A; Nickens, John",10.1097/NMD.0b013e31817738de,bvs
597,Triacetyluridine (TAU) decreases depressive symptoms and increases brain pH in bipolar patients.,"Jensen, J Eric; Daniels, Melissa; Haws, Charlotte; Bolo, Nicolas R; Lyoo, In Kyoon; Yoon, Sujung J; Cohen, Bruce M; Stoll, Andrew L; Rusche, James R; Renshaw, Perry F",10.1037/1064-1297.16.3.199,bvs
598,"Neuropsychological task performance in bipolar spectrum illness: genetics, alcohol abuse, medication and childhood trauma.","Savitz, Jonathan B; van der Merwe, Lize; Stein, Dan J; Solms, Mark; Ramesar, Rajkumar S",10.1111/j.1399-5618.2008.00591.x,bvs
599,Preliminary evidence for the integration of music into HIV prevention for severely mentally ill Latinas.,"Loue, Sana; Mendez, Nancy; Sajatovic, Martha",10.1007/s10903-008-9142-6,bvs
600,Restructuring mood in cyclothymia using cognitive behavior therapy: an intensive time-sampling study.,"Totterdell, Peter; Kellett, Stephen",10.1002/jclp.20444,bvs
601,Heterogeneity in behavioral treatment response in severe mental illness.,"Peer, Jason; Strachan, Eric; Spaulding, William",10.1097/NMD.0b013e318165c7d2,bvs
602,Dysfunctional attitudes and cognitive schemas in bipolar manic and unipolar depressed outpatients: implications for cognitively based psychotherapeutics.,"Goldberg, Joseph F; Gerstein, Rachel K; Wenze, Susan J; Welker, Tara M; Beck, Aaron T",10.1097/NMD.0b013e3181663015,bvs
603,Anxiety disorders and suicidal behaviour: an update.,"Hawgood, Jacinta; De Leo, Diego",10.1097/YCO.0b013e3282f2309d,bvs
604,Cognitive functions after only one ECT session: a controlled study.,"Rami, Lorena; Goti, Javier; Ferrer, Jose; Marcos, Teodor; Salamero, M; Bernardo, Miquel",10.1016/j.psychres.2007.01.005,bvs
605,Increased volume of the amygdala and hippocampus in bipolar patients treated with lithium.,"Foland, Lara C; Altshuler, Lori L; Sugar, Catherine A; Lee, Agatha D; Leow, Alex D; Townsend, Jennifer; Narr, Katherine L; Asuncion, Dina M; Toga, Arthur W; Thompson, Paul M",10.1097/WNR.0b013e3282f48108,bvs
606,A 12-week open-label pilot study of donepezil for cognitive functioning and instrumental activities of daily living in late-life bipolar disorder.,"Gildengers, Ariel G; Butters, Meryl A; Chisholm, Denise; Reynolds, Charles F; Mulsant, Benoit H",10.1002/gps.1962,bvs
607,An adaptation of the Interpersonal Problem Areas Rating Scale: pilot and interrater agreement study.,"Andrade, Ana Claudia Fontes de; Frank, Ellen; Lotufo Neto, Francisco; Houck, Patricia R",,bvs
608,Psychosocial interventions as adjunctive therapy for bipolar disorder.,"Sachs, Gary S",10.1097/01.pra.0000320125.99423.b7,bvs
609,Transtorno de estresse pós-traumático em dependente do álcool: [relato de caso]/ Post-traumatic stress disorder and alcoholism: [case report],"Pulcherio, Gilda; Vernetti, Carmen; Strey, Marlene Neves; Faller, Sibele",,bvs
610,Cuestiones actuales en terapia cognitiva/ Current questions on cognitive therapy,"Ramírez Tobón, Gabriel Jaime",10.21501/16920945.245,bvs
611,Improving quality of life in diverse rural older adults: a randomized trial of a psychological treatment.,"Scogin, Forrest; Morthland, Martin; Kaufman, Allan; Burgio, Louis; Chaplin, William; Kong, Grace",10.1037/0882-7974.22.4.657,bvs
612,Mentalizing as a framework for integrating therapeutic exposure and relationship repair in the treatment of a patient with complex posttraumatic psychopathology.,"Stein, Helen; Allen, Jon G",10.1521/bumc.2007.71.4.273,bvs
613,Psicoterapia em grupo de pacientes com transtorno afetivo bipolar/ Group psychotherapy for bipolar disorder patients,"Gomes, Bernardo Carramão; Lafer, Beny",,bvs
614,An open-label study of lamotrigine adjunct or monotherapy for the treatment of adolescents with bipolar depression.,"Chang, Kiki; Saxena, Kirti; Howe, Meghan",10.1097/01.chi.0000194566.86160.a3,bvs
615,Induced mood change and dysfunctional attitudes in remitted bipolar I affective disorder.,"Wright, Kim; Lam, Dominic; Newsom-Davis, Imogen",10.1037/0021-843X.114.4.689,bvs
616,Abordagens psicoterápicas no transtorno bipolar/ Psychoterapeutic approach in bipolar disorder,"Knapp, Paulo; Isolan, Luciano",,bvs
617,Adesão ao tratamento no transtorno bipolar/ Compliance to treatment in bipolar disorder,"Santin, Aida; Ceresér, Keila; Rosa, Adriane",,bvs
618,Terapia comportamental cognitiva para pessoas com transtorno bipolar/ Cognitive behavioral therapy for bipolar disorders,"Lotufo Neto, Francisco",,bvs
619,Melhorando o desfecho do transtorno bipolar usando estratégias não farmacológicas: o papel da psicoeducação/ Improving the outcome of bipolar disorder through non-pharmacological strategies: the role of psychoeducation,"Colom, Francesc; Vieta, Eduard",,bvs
620,Terapia cognitiva: abordagem para o transtorno afetivo bipolar/ Cognitive-behavioral therapy for the bipolar disorder patients,"Juruena, Mario Franscisco",,bvs
621,Correlates of insider and outsider conceptualizations of recovery.,"Brown, Catana;Rempfer, Melisa;Hamera, Edna",https://doi.org/10.2975/32.1.2008.23.31,psycnet
622,Seeing the Complexities: A Comment on 'Combined Psychotherapy and Pharmacotherapy for Mood and Anxiety Disorders in Adults: Review and Analysis'.,"Franklin, Martin E.",https://doi.org/10.1093/clipsy.bpi010,psycnet
623,Coping in a world gone sane.,"Mahoney, Ulick",https://doi.org/10.1037/h0095318,psycnet
624,My personal story of coping.,"Jacobs, Marjorie",https://doi.org/10.2975/32.2.2008.135.137,psycnet
625,Measuring impulse control in institutionalized delinquents using Rorschach content and thought process scales.,"Roberts, Alan H.;Erikson, Robert V.",https://doi.org/10.1037/h0028077,psycnet
626,Gender differences in psychiatric comorbidity among adolescents with substance use disorders.,"Latimer, William W.;Stone, Andrea L.;Voight, Amanda;Winters, Ken C.;August, Gerald J.",https://doi.org/10.1037/1064-1297.10.3.310,psycnet
627,What Is the Optimal Treatment of Mood and Anxiety Disorders?,"Fava, Giovanni A.;Ruini, Chiara",https://doi.org/10.1093/clipsy.bpi011,psycnet
628,Treating insomnia in patients with comorbid psychiatric disorders: A focused review.,"Garland, Sheila N.;Vargas, Ivan;Grandner, Michael A.;Perlis, Michael L.",https://doi.org/10.1037/cap0000141,psycnet
629,Multidimensional structure of the Hypomanic Personality Scale.,"Schalet, Benjamin D.;Durbin, C. Emily;Revelle, William",https://doi.org/10.1037/a0022301,psycnet
630,The nature of and behavioral treatment of sleep problems in youth with bipolar disorder.,"Schwartz, Lisa A.;Feeny, Norah C.",https://doi.org/10.1037/h0100173,psycnet
631,Review of Cognitive-behavioral therapy for bipolar disorder.,"Zipple, Anthony",https://doi.org/10.1037/h0095354,psycnet
632,"Patients' expectancies, the alliance in pharmacotherapy, and treatment outcomes in bipolar disorder.","Gaudiano, Brandon A.;Miller, Ivan W.",https://doi.org/10.1037/0022-006X.74.4.671,psycnet
633,Bipolar disorder and family communication: Effects of a psychoeducational treatment program.,"Simoneau, Teresa L.;Miklowitz, David J.;Richards, Jeffrey A.;Saleem, Rakhshanda;George, Elizabeth L.",https://doi.org/10.1037/0021-843X.108.4.588,psycnet
634,Observed emotional involvement and overinvolvement in families of patients with bipolar disorder.,"Fredman, Steffany J.;Baucom, Donald H.;Miklowitz, David J.;Stanton, Susan E.",https://doi.org/10.1037/0893-3200.22.1.71,psycnet
635,First person account: Family psychoeducation can change lives.,"Sundquist, Amy",https://doi.org/10.1093/oxfordjournals.schbul.a033406,psycnet
636,Expressed emotion and attributions in the relatives of bipolar patients: An analysis of problem-solving interactions.,"Wendel, Jennifer S.;Miklowitz, David J.;Richards, Jeffrey A.;George, Elizabeth L.",https://doi.org/10.1037/0021-843X.109.4.792,psycnet
637,Combined Psychotherapy and Pharmacotherapy for Mood and Anxiety Disorders in Adults: Review and Analysis.,"Otto, Michael W.;Smits, Jasper A. J.;Reese, Hannah E.",https://doi.org/10.1093/clipsy.bpi009,psycnet
638,"Review of Cognitive-behavioral therapy for bipolar disorder and Cognitive therapy for delusions, voices, and paranoia.","Malouf, John",https://doi.org/10.1037/h0092376,psycnet
639,The impetus of recovery.,"Brown, Keysha M.",https://doi.org/10.2975/33.1.2009.60.61,psycnet
640,Coroner’s inquest into an Australian television anchorwoman’s suicide: Implications for clinical practice and suicide prevention.,"Khong, Belinda Siew Luan",https://doi.org/10.1037/hum0000042,psycnet
641,Preventing medical noncompliance in the outpatient treatment of bipolar affective disorders.,"Cochran, Susan D.",https://doi.org/10.1037/0022-006X.52.5.873,psycnet
642,Family functioning and mood disorders: A comparison between patients with major depressive disorder and bipolar I disorder.,"Weinstock, Lauren M.;Keitner, Gabor I.;Ryan, Christine E.;Solomon, David A.;Miller, Ivan W.",https://doi.org/10.1037/0022-006X.74.6.1192,psycnet
643,A shared lived experience of a psychologist battling a mental health crisis.,"Vierthaler, Juli M.;Elliott, Erin C.",https://doi.org/10.1037/ser0000489,psycnet
644,Family functioning in bipolar I disorder.,"Uebelacker, Lisa A.;Beevers, Christopher G.;Battle, Cynthia L.;Strong, David;Keitner, Gabor I.;Ryan, Christine E.;Solomon, David A.;Miller, Ivan W.",https://doi.org/10.1037/0893-3200.20.4.701,psycnet
645,Psychopharmacology of aggression in children and adolescents with primary neuropsychiatric disorders: A review of current and potentially promising treatment options.,"Nevels, Robert M.;Dehon, Erin E.;Alexander, Katrina;Gontkovsky, Samuel T.",https://doi.org/10.1037/a0018059,psycnet
646,Explanatory style change during cognitive therapy for unipolar depression.,"Seligman, Martin E. P.;Castellon, Camilo;Cacciola, John;Schulman, Peter;Luborsky, Lester;Ollove, Maxine;Downing, Robert",https://doi.org/10.1037/0021-843X.97.1.13,psycnet
647,Employment outcomes in family-aided assertive community treatment.,"McFarlane, William R.;Dushay, Robert A.;Deakins, Susan M.;Stastny, Peter;Lukens, Ellen P.;Toran, Joanne;Link, Bruce",https://doi.org/10.1037/h0087819,psycnet
648,"Psychological Treatment and Medication for the Mood and Anxiety Disorders: Moderators, Mediators, and Domains of Outcome.","Miklowitz, David J.",https://doi.org/10.1093/clipsy.bpi012,psycnet
649,Why and how people decide to stop taking prescribed psychiatric medication: Exploring the subjective process of choice.,"Roe, David;Goldblatt, Hadass;Baloush-Klienman, Vered;Swarbrick, Margaret;Davidson, Larry",https://doi.org/10.2975/33.1.2009.38.46,psycnet
650,The unipolar–bipolar distinction in the depressive disorders.,"Depue, Richard A.;Monroe, Scott M.",https://doi.org/10.1037/0033-2909.85.5.1001,psycnet
651,Sustaining outcomes research in residential treatment: A 15-year study of the Gould Farm program.,"Heatherington, Laurie;Bonner, Bryan L.;Rosenberg, David;Patterson, Robert D.;Linsley, Jane",https://doi.org/10.1037/ser0000253,psycnet
652,Extreme appraisals of internal states and bipolar symptoms: The Hypomanic Attitudes and Positive Predictions Inventory.,"Dodd, Alyson L.;Mansell, Warren;Morrison, Anthony P.;Tai, Sara",https://doi.org/10.1037/a0022972,psycnet
653,Agenda setting in psychiatric consultations: An exploratory study.,"Frankel, Richard M.;Salyers, Michelle P.;Bonfils, Kelsey A.;Oles, Sylwia K.;Matthias, Marianne S.",https://doi.org/10.1037/prj0000004,psycnet
654,Memory for therapy in bipolar disorder and comorbid insomnia.,"Lee, Jason Y.;Harvey, Allison G.",https://doi.org/10.1037/a0037911,psycnet
655,Molecular modulation of prefrontal cortex: Rational development of treatments for psychiatric disorders.,"Gamo, Nao J.;Arnsten, Amy F. T.",https://doi.org/10.1037/a0023165,psycnet
656,The efficacy of two adolescent substance abuse treatments and the impact of comorbid depression: Results of a small randomized controlled trial.,"Santisteban, Daniel A.;Mena, Maite P.;Muir, Joan;McCabe, Brian E.;Abalo, Clara;Cummings, Amanda M.",https://doi.org/10.1037/prj0000106,psycnet
657,"Contextual cognitive-behavioral therapies across the psychosis continuum: A review of evidence for schizophrenia, schizoaffective and bipolar disorders.","Martins, Maria João Ruivo Ventura;Castilho, Paula;Carvalho, Célia Barreto;Pereira, Ana Telma;Santos, Vitor;Gumley, Andrew;de Macedo, António Ferreira",https://doi.org/10.1027/1016-9040/a000283,psycnet
658,Pilot effectiveness evaluation of community-based multi-family psychoeducational psychotherapy for childhood mood disorders.,"MacPherson, Heather A.;Mackinaw-Koons, Barbara;Leffler, Jarrod M.;Fristad, Mary A.",https://doi.org/10.1037/cfp0000055,psycnet
659,Improving quality of life in diverse rural older adults: A randomized trial of a psychological treatment.,"Scogin, Forrest;Morthland, Martin;Kaufman, Allan;Burgio, Louis;Chaplin, William;Kong, Grace",https://doi.org/10.1037/0882-7974.22.4.657,psycnet
660,Efficacy and moderators of a family group cognitive–behavioral preventive intervention for children of parents with depression.,"Compas, Bruce E.;Forehand, Rex;Thigpen, Jennifer;Hardcastle, Emily;Garai, Emily;McKee, Laura;Keller, Gary;Dunbar, Jennifer P.;Watson, Kelly H.;Rakow, Aaron;Bettis, Alexandra;Reising, Michelle;Cole, David;Sterba, Sonya",https://doi.org/10.1037/a0039053,psycnet
661,Observed parental responsiveness/warmth and children’s coping: Cross-sectional and prospective relations in a family depression preventive intervention.,"Watson, Kelly H.;Dunbar, Jennifer P.;Thigpen, Jennifer;Reising, Michelle M.;Hudson, Kelsey;McKee, Laura;Forehand, Rex;Compas, Bruce E.",https://doi.org/10.1037/a0036672,psycnet
662,A pragmatic randomized clinical trial of behavioral activation for depressed pregnant women.,"Dimidjian, Sona;Goodman, Sherryl H.;Sherwood, Nancy E.;Simon, Gregory E.;Ludman, Evette;Gallop, Robert;Welch, Stacy Shaw;Boggs, Jennifer M.;Metcalf, Christina A.;Hubley, Sam;Powers, J. David;Beck, Arne",https://doi.org/10.1037/ccp0000151,psycnet
