PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28240305","Increased PKC activity and altered GSK3β/NMDAR function drive behavior cycling in HINT1-deficient mice: bipolarity or opposing forces","Garzón-Niño J, Rodríguez-Muñoz M, Cortés-Montero E, Sánchez-Blázquez P.","Sci Rep. 2017 Feb 27;7:43468. doi: 10.1038/srep43468.","Garzón-Niño J","Sci Rep","2017","2017/02/28","PMC5327482","","10.1038/srep43468"
"28823720","Compensatory cognitive training for people with severe mental illnesses in supported employment: A randomized controlled trial","Twamley EW, Thomas KR, Burton CZ, Vella L, Jeste DV, Heaton RK, McGurk SR.","Schizophr Res. 2019 Jan;203:41-48. doi: 10.1016/j.schres.2017.08.005. Epub 2017 Aug 18.","Twamley EW","Schizophr Res","2019","2017/08/22","PMC5816728","NIHMS900709","10.1016/j.schres.2017.08.005"
"29886347","Impact of group treatment for insomnia on daytime symptomatology: Analyses from a randomized controlled trial in primary care","Sandlund C, Hetta J, Nilsson GH, Ekstedt M, Westman J.","Int J Nurs Stud. 2018 Sep;85:126-135. doi: 10.1016/j.ijnurstu.2018.05.002. Epub 2018 May 24.","Sandlund C","Int J Nurs Stud","2018","2018/06/11","","","10.1016/j.ijnurstu.2018.05.002"
"24974829","Correlates of attitudes towards mood stabilizers in individuals with bipolar disorder","Chang CW, Sajatovic M, Tatsuoka C.","Bipolar Disord. 2015 Feb;17(1):106-12. doi: 10.1111/bdi.12226. Epub 2014 Jun 26.","Chang CW","Bipolar Disord","2015","2014/07/01","PMC4277504","NIHMS601581","10.1111/bdi.12226"
"23469268","Neuropsychological and socio-occupational functioning in young psychiatric outpatients: a longitudinal investigation","Lee RS, Hermens DF, Redoblado-Hodge MA, Naismith SL, Porter MA, Kaur M, White D, Scott EM, Hickie IB.","PLoS One. 2013;8(3):e58176. doi: 10.1371/journal.pone.0058176. Epub 2013 Mar 1.","Lee RS","PLoS One","2013","2013/03/08","PMC3585793","","10.1371/journal.pone.0058176"
"27824786","An Open Trial of a Smartphone-assisted, Adjunctive Intervention to Improve Treatment Adherence in Bipolar Disorder","Wenze SJ, Armey MF, Weinstock LM, Gaudiano BA, Miller IW.","J Psychiatr Pract. 2016 Nov;22(6):492-504. doi: 10.1097/PRA.0000000000000196.","Wenze SJ","J Psychiatr Pract","2016","2016/11/09","PMC5119543","NIHMS819181","10.1097/PRA.0000000000000196"
"26812041","Applications of time-series analysis to mood fluctuations in bipolar disorder to promote treatment innovation: a case series","Holmes EA, Bonsall MB, Hales SA, Mitchell H, Renner F, Blackwell SE, Watson P, Goodwin GM, Di Simplicio M.","Transl Psychiatry. 2016 Jan 26;6(1):e720. doi: 10.1038/tp.2015.207.","Holmes EA","Transl Psychiatry","2016","2016/01/27","PMC5068881","","10.1038/tp.2015.207"
"25124510","Mindfulness-based cognitive therapy versus psychoeducational intervention in bipolar outpatients with sub-threshold depressive symptoms: a randomized controlled trial","Lahera G, Bayón C, Fe Bravo-Ortiz M, Rodríguez-Vega B, Barbeito S, Sáenz M, Avedillo C, Villanueva R, Ugarte A, González-Pinto A, de Dios C.","BMC Psychiatry. 2014 Aug 15;14:215. doi: 10.1186/s12888-014-0215-x.","Lahera G","BMC Psychiatry","2014","2014/08/16","PMC4154516","","10.1186/s12888-014-0215-x"
"30736834","VIA Family-a family-based early intervention versus treatment as usual for familial high-risk children: a study protocol for a randomized clinical trial","Müller AD, Gjøde ICT, Eigil MS, Busck H, Bonne M, Nordentoft M, Thorup AAE.","Trials. 2019 Feb 8;20(1):112. doi: 10.1186/s13063-019-3191-0.","Müller AD","Trials","2019","2019/02/10","PMC6368720","","10.1186/s13063-019-3191-0"
"34000240","Person-centred experiential therapy versus cognitive behavioural therapy delivered in the English Improving Access to Psychological Therapies service for the treatment of moderate or severe depression (PRaCTICED): a pragmatic, randomised, non-inferiority trial","Barkham M, Saxon D, Hardy GE, Bradburn M, Galloway D, Wickramasekera N, Keetharuth AD, Bower P, King M, Elliott R, Gabriel L, Kellett S, Shaw S, Wilkinson T, Connell J, Harrison P, Ardern K, Bishop-Edwards L, Ashley K, Ohlsen S, Pilling S, Waller G, Brazier JE.","Lancet Psychiatry. 2021 Jun;8(6):487-499. doi: 10.1016/S2215-0366(21)00083-3. Epub 2021 May 14.","Barkham M","Lancet Psychiatry","2021","2021/05/17","","","10.1016/S2215-0366(21)00083-3"
"28064114","Extreme sensory processing patterns show a complex association with depression, and impulsivity, alexithymia, and hopelessness","Serafini G, Gonda X, Canepa G, Pompili M, Rihmer Z, Amore M, Engel-Yeger B.","J Affect Disord. 2017 Mar 1;210:249-257. doi: 10.1016/j.jad.2016.12.019. Epub 2016 Dec 22.","Serafini G","J Affect Disord","2017","2017/01/09","","","10.1016/j.jad.2016.12.019"
"20709763","A population based analysis of subclinical psychosis and help-seeking behavior","Murphy J, Shevlin M, Houston J, Adamson G.","Schizophr Bull. 2012 Mar;38(2):360-7. doi: 10.1093/schbul/sbq092. Epub 2010 Aug 13.","Murphy J","Schizophr Bull","2012","2010/08/17","PMC3283148","","10.1093/schbul/sbq092"
"18588583","Predictors of violent behavior among acute psychiatric patients: clinical study","Amore M, Menchetti M, Tonti C, Scarlatti F, Lundgren E, Esposito W, Berardi D.","Psychiatry Clin Neurosci. 2008 Jun;62(3):247-55. doi: 10.1111/j.1440-1819.2008.01790.x.","Amore M","Psychiatry Clin Neurosci","2008","2008/07/01","","","10.1111/j.1440-1819.2008.01790.x"
"27226264","Hypothyroidism risk compared among nine common bipolar disorder therapies in a large US cohort","Lambert CG, Mazurie AJ, Lauve NR, Hurwitz NG, Young SS, Obenchain RL, Hengartner NW, Perkins DJ, Tohen M, Kerner B.","Bipolar Disord. 2016 May;18(3):247-60. doi: 10.1111/bdi.12391.","Lambert CG","Bipolar Disord","2016","2016/05/27","PMC5089566","","10.1111/bdi.12391"
"31775518","Physical Activity as a Predictor of Clinical Trial Outcomes in Bipolar Depression: A Subanalysis of a Mitochondrial-Enhancing Nutraceutical Randomized Controlled Trial","Ashton MM, Mohebbi M, Turner A, Marx W, Berk M, Malhi GS, Ng CH, Cotton SM, Dodd S, Sarris J, Hopwood M, Stubbs B, Dean OM.","Can J Psychiatry. 2020 May;65(5):306-318. doi: 10.1177/0706743719889547. Epub 2019 Nov 28.","Ashton MM","Can J Psychiatry","2020","2019/11/29","PMC7265618","","10.1177/0706743719889547"
"24238006","Feasibility evaluation of an interpersonal and social rhythm therapy group delivery model","Hoberg AA, Vickers KS, Ericksen J, Bauer G, Kung S, Stone R, Williams M, Moore MJ, Frye MA.","Arch Psychiatr Nurs. 2013 Dec;27(6):271-7. doi: 10.1016/j.apnu.2013.08.002. Epub 2013 Sep 12.","Hoberg AA","Arch Psychiatr Nurs","2013","2013/11/19","PMC4020708","NIHMS552863","10.1016/j.apnu.2013.08.002"
"21448100","Bipolar disorder presenting as stalking--a case report","Savoja V, Sani G, Kotzalidis GD, De Rossi P, Stefani S, Pancheri L, Santucci C, Roma P, Ferracuti S, Simonetti A, Ambrosi E, Comparelli A, Manfredi G, Tatarelli R, Angeletti G, Girardi P.","Psychiatr Danub. 2011 Mar;23(1):69-72.","Savoja V","Psychiatr Danub","2011","2011/03/31","","",""
"16787554","A meta-analysis of relapse rates with adjunctive psychological therapies compared to usual psychiatric treatment for bipolar disorders","Scott J, Colom F, Vieta E.","Int J Neuropsychopharmacol. 2007 Feb;10(1):123-9. doi: 10.1017/S1461145706006900. Epub 2006 Jun 20.","Scott J","Int J Neuropsychopharmacol","2007","2006/06/22","","","10.1017/S1461145706006900"
"20658815","Psychiatric disorders and sexual risk among adolescents in mental health treatment","Brown LK, Hadley W, Stewart A, Lescano C, Whiteley L, Donenberg G, DiClemente R; Project STYLE Study Group.","J Consult Clin Psychol. 2010 Aug;78(4):590-7. doi: 10.1037/a0019632.","Brown LK","J Consult Clin Psychol","2010","2010/07/28","PMC2911994","NIHMS194524","10.1037/a0019632"
"29437752","Towards high-quality, useful practice guidelines for child and youth mental health disorders: protocol for a systematic review and consensus exercise","Bennett K, Duda S, Brouwers M, Szatmari P, Newton A, McLennan J, Sundar P, Cleverley K, Charach A, Henderson J, Courtney D, Rice M.","BMJ Open. 2018 Feb 6;8(2):e018053. doi: 10.1136/bmjopen-2017-018053.","Bennett K","BMJ Open","2018","2018/02/14","PMC5829788","","10.1136/bmjopen-2017-018053"
"20719908","Carbamazepine but not valproate induces CYP2A6 activity in smokers with mental illness","Williams JM, Gandhi KK, Benowitz NL.","Cancer Epidemiol Biomarkers Prev. 2010 Oct;19(10):2582-9. doi: 10.1158/1055-9965.EPI-10-0384. Epub 2010 Aug 18.","Williams JM","Cancer Epidemiol Biomarkers Prev","2010","2010/08/20","PMC2952059","NIHMS231471","10.1158/1055-9965.EPI-10-0384"
"21397618","Behavioral and pharmacological assessment of a potential new mouse model for mania","Scotti MA, Lee G, Stevenson SA, Ostromecki AM, Wied TJ, Kula DJ, Gessay GM, Gammie SC.","Physiol Behav. 2011 Jun 1;103(3-4):376-83. doi: 10.1016/j.physbeh.2011.03.005. Epub 2011 Mar 22.","Scotti MA","Physiol Behav","2011","2011/03/15","PMC3081909","NIHMS287839","10.1016/j.physbeh.2011.03.005"
"6410708","Nuclear magnetic resonance in bipolar affective disorders","Rangel-Guerra RA, Perez-Payan H, Minkoff L, Todd LE.","AJNR Am J Neuroradiol. 1983 May-Jun;4(3):229-31. doi: 10.1016/0730-725x(82)90176-x.","Rangel-Guerra RA","AJNR Am J Neuroradiol","1983","1983/05/01","PMC8335028","","10.1016/0730-725x(82)90176-x"
"19433144","Life events and social rhythms in bipolar spectrum disorders: a prospective study","Sylvia LG, Alloy LB, Hafner JA, Gauger MC, Verdon K, Abramson LY.","Behav Ther. 2009 Jun;40(2):131-41. doi: 10.1016/j.beth.2008.04.003. Epub 2008 Nov 5.","Sylvia LG","Behav Ther","2009","2009/05/13","PMC2895914","NIHMS212932","10.1016/j.beth.2008.04.003"
"30015264","Predictors of severe relapse in pregnant women with psychotic or bipolar disorders","Taylor CL, Broadbent M, Khondoker M, Stewart RJ, Howard LM.","J Psychiatr Res. 2018 Sep;104:100-107. doi: 10.1016/j.jpsychires.2018.06.019. Epub 2018 Jun 30.","Taylor CL","J Psychiatr Res","2018","2018/07/18","","","10.1016/j.jpsychires.2018.06.019"
"23489399","The role of pretreatment outcome expectancies and cognitive-behavioral skills in symptom improvement in an acute psychiatric setting","Webb CA, Kertz SJ, Bigda-Peyton JS, Björgvinsson T.","J Affect Disord. 2013 Jul;149(1-3):375-82. doi: 10.1016/j.jad.2013.02.016. Epub 2013 Mar 13.","Webb CA","J Affect Disord","2013","2013/03/16","PMC4280263","NIHMS650817","10.1016/j.jad.2013.02.016"
"27793181","Internet-based self-help therapy with FearFighter™ versus no intervention for anxiety disorders in adults: study protocol for a randomised controlled trial","Fenger M, Lindschou J, Gluud C, Winkel P, Jørgensen L, Kruse-Blinkenberg S, Lau M.","Trials. 2016 Oct 28;17(1):525. doi: 10.1186/s13063-016-1619-3.","Fenger M","Trials","2016","2016/10/30","PMC5084324","","10.1186/s13063-016-1619-3"
"27460621","Psychoeducational and Cognitive Behavioral Treatment Programs: Implementation and Evaluation From 1995 to 2015 in Kraepelin's Former Hospital","Schaub A, Hippius H, Möller HJ, Falkai P.","Schizophr Bull. 2016 Jul;42 Suppl 1(Suppl 1):S81-9. doi: 10.1093/schbul/sbw057.","Schaub A","Schizophr Bull","2016","2016/07/28","PMC4960439","","10.1093/schbul/sbw057"
"26368949","Longitudinal impact of a collaborative care model on employment outcomes in bipolar disorder","Ryan KA, Eisenberg D, Kim HM, Lai Z, McInnis M, Kilbourne AM.","J Affect Disord. 2015 Dec 1;188:239-42. doi: 10.1016/j.jad.2015.08.052. Epub 2015 Sep 3.","Ryan KA","J Affect Disord","2015","2015/09/15","PMC4736745","NIHMS723636","10.1016/j.jad.2015.08.052"
"32094324","Discovery of suppressors of CRMP2 phosphorylation reveals compounds that mimic the behavioral effects of lithium on amphetamine-induced hyperlocomotion","Zhao WN, Tobe BTD, Udeshi ND, Xuan LL, Pernia CD, Zolg DP, Roberts AJ, Mani D, Blumenthal SR, Kurtser I, Patnaik D, Gaisina I, Bishop J, Sheridan SD, Lalonde J, Carr SA, Snyder EY, Haggarty SJ.","Transl Psychiatry. 2020 Feb 24;10(1):76. doi: 10.1038/s41398-020-0753-6.","Zhao WN","Transl Psychiatry","2020","2020/02/26","PMC7039883","","10.1038/s41398-020-0753-6"
"24346357","Histone deacetylase activity and brain-derived neurotrophic factor (BDNF) levels in a pharmacological model of mania","Stertz L, Fries GR, Aguiar BW, Pfaffenseller B, Valvassori SS, Gubert C, Ferreira CL, Moretti M, Ceresér KM, Kauer-Sant'Anna M.","Braz J Psychiatry. 2014 Jan-Mar;36(1):39-46. doi: 10.1590/1516-4446-2013-1094. Epub 2013 Dec 10.","Stertz L","Braz J Psychiatry","2014","2013/12/19","","","10.1590/1516-4446-2013-1094"
"17079023","Role of treatment alliance in the clinical management of bipolar disorder: stronger alliances prospectively predict fewer manic symptoms","Strauss JL, Johnson SL.","Psychiatry Res. 2006 Dec 7;145(2-3):215-23. doi: 10.1016/j.psychres.2006.01.007. Epub 2006 Oct 31.","Strauss JL","Psychiatry Res","2006","2006/11/03","PMC3400423","NIHMS392390","10.1016/j.psychres.2006.01.007"
"27256357","Effects of the potential lithium-mimetic, ebselen, on impulsivity and emotional processing","Masaki C, Sharpley AL, Cooper CM, Godlewska BR, Singh N, Vasudevan SR, Harmer CJ, Churchill GC, Sharp T, Rogers RD, Cowen PJ.","Psychopharmacology (Berl). 2016 Jul;233(14):2655-61. doi: 10.1007/s00213-016-4319-5. Epub 2016 Jun 2.","Masaki C","Psychopharmacology (Berl)","2016","2016/06/04","PMC4917572","","10.1007/s00213-016-4319-5"
"22070228","Successful combined therapy with tamoxifen and lithium in a paradoxical sleep deprivation-induced mania model","Armani F, Andersen ML, Andreatini R, Frussa-Filho R, Tufik S, Galduróz JC.","CNS Neurosci Ther. 2012 Feb;18(2):119-25. doi: 10.1111/j.1755-5949.2010.00224.x. Epub 2011 Feb 26.","Armani F","CNS Neurosci Ther","2012","2011/11/11","PMC6493554","","10.1111/j.1755-5949.2010.00224.x"
"23480324","Clinical significance of treatment effects with aripiprazole versus placebo in a study of manic or mixed episodes associated with pediatric bipolar I disorder","Youngstrom E, Zhao J, Mankoski R, Forbes RA, Marcus RM, Carson W, McQuade R, Findling RL.","J Child Adolesc Psychopharmacol. 2013 Mar;23(2):72-9. doi: 10.1089/cap.2012.0024. Epub 2013 Mar 12.","Youngstrom E","J Child Adolesc Psychopharmacol","2013","2013/03/14","PMC3696952","","10.1089/cap.2012.0024"
"15597140","[Improving the outcome of bipolar disorder through non-pharmacological strategies: the role of psychoeducation]","Colom F, Vieta E.","Braz J Psychiatry. 2004 Oct;26 Suppl 3:47-50. doi: 10.1590/s1516-44462004000700011. Epub 2004 Dec 7.","Colom F","Braz J Psychiatry","2004","2004/12/15","","","10.1590/s1516-44462004000700011"
"31483451","Effects of Individual Placement and Support Supplemented With Cognitive Remediation and Work-Focused Social Skills Training for People With Severe Mental Illness: A Randomized Clinical Trial","Christensen TN, Wallstrøm IG, Stenager E, Bojesen AB, Gluud C, Nordentoft M, Eplov LF.","JAMA Psychiatry. 2019 Dec 1;76(12):1232-1240. doi: 10.1001/jamapsychiatry.2019.2291.","Christensen TN","JAMA Psychiatry","2019","2019/09/05","PMC6727676","","10.1001/jamapsychiatry.2019.2291"
"30624557","Association of Hydroxylmethyl Glutaryl Coenzyme A Reductase Inhibitors, L-Type Calcium Channel Antagonists, and Biguanides With Rates of Psychiatric Hospitalization and Self-Harm in Individuals With Serious Mental Illness","Hayes JF, Lundin A, Wicks S, Lewis G, Wong ICK, Osborn DPJ, Dalman C.","JAMA Psychiatry. 2019 Apr 1;76(4):382-390. doi: 10.1001/jamapsychiatry.2018.3907.","Hayes JF","JAMA Psychiatry","2019","2019/01/10","PMC6450278","","10.1001/jamapsychiatry.2018.3907"
"23945460","Randomized controlled trial to assess reduction of cardiovascular disease risk in patients with bipolar disorder: the Self-Management Addressing Heart Risk Trial (SMAHRT)","Kilbourne AM, Goodrich DE, Lai Z, Post EP, Schumacher K, Nord KM, Bramlet M, Chermack S, Bialy D, Bauer MS.","J Clin Psychiatry. 2013 Jul;74(7):e655-62. doi: 10.4088/JCP.12m08082.","Kilbourne AM","J Clin Psychiatry","2013","2013/08/16","PMC4154058","NIHMS620233","10.4088/JCP.12m08082"
"32909832","Maintaining Daily Routines to Stabilize Mood: Theory, Data, and Potential Intervention for Circadian Consequences of COVID-19","Murray G, Gottlieb J, Swartz HA.","Can J Psychiatry. 2021 Jan;66(1):9-13. doi: 10.1177/0706743720957825. Epub 2020 Sep 10.","Murray G","Can J Psychiatry","2021","2020/09/10","PMC7890582","","10.1177/0706743720957825"
"26894822","A randomized, placebo-controlled proof-of-concept trial of adjunctive topiramate for alcohol use disorders in bipolar disorder","Sylvia LG, Gold AK, Stange JP, Peckham AD, Deckersbach T, Calabrese JR, Weiss RD, Perlis RH, Nierenberg AA, Ostacher MJ.","Am J Addict. 2016 Mar;25(2):94-8. doi: 10.1111/ajad.12346. Epub 2016 Feb 19.","Sylvia LG","Am J Addict","2016","2016/02/20","PMC4791182","NIHMS763059","10.1111/ajad.12346"
"20728007","Psychosocial predictors of mood symptoms 1 year after acute phase treatment of bipolar I disorder","Weinstock LM, Miller IW.","Compr Psychiatry. 2010 Sep-Oct;51(5):497-503. doi: 10.1016/j.comppsych.2010.02.001. Epub 2010 Mar 12.","Weinstock LM","Compr Psychiatry","2010","2010/08/24","PMC2947345","NIHMS179383","10.1016/j.comppsych.2010.02.001"
"23013639","Early intervention program for psychotic disorders at the psychiatric hospital ""Sveti Ivan""","Restek-Petrović B, Mihanović M, Grah M, Molnar S, Bogović A, Agius M, Kezić S, Grošić V, Mayer N, Svrdlin P, Dominis V, Goršić L, Kamerman N, Pavlović I, Svagelj A, Vrbek P.","Psychiatr Danub. 2012 Sep;24(3):323-32.","Restek-Petrović B","Psychiatr Danub","2012","2012/09/28","","",""
"19327167","Predictors and correlates for weight changes in patients co-treated with olanzapine and weight mitigating agents; a post-hoc analysis","Stauffer VL, Lipkovich I, Hoffmann VP, Heinloth AN, McGregor HS, Kinon BJ.","BMC Psychiatry. 2009 Mar 28;9:12. doi: 10.1186/1471-244X-9-12.","Stauffer VL","BMC Psychiatry","2009","2009/03/31","PMC2667505","","10.1186/1471-244X-9-12"
"21281661","Tamoxifen effects on respiratory chain complexes and creatine kinase activities in an animal model of mania","Moretti M, Valvassori SS, Steckert AV, Rochi N, Benedet J, Scaini G, Kapczinski F, Streck EL, Zugno AI, Quevedo J.","Pharmacol Biochem Behav. 2011 Apr;98(2):304-10. doi: 10.1016/j.pbb.2011.01.017. Epub 2011 Jan 28.","Moretti M","Pharmacol Biochem Behav","2011","2011/02/02","","","10.1016/j.pbb.2011.01.017"
"34844094","Action-based cognitive remediation in bipolar disorder improved verbal memory but had no effect on the neural response during episodic memory encoding","Macoveanu J, Damgaard V, Ott CV, Knudsen GM, Kessing LV, Miskowiak KW.","Psychiatry Res Neuroimaging. 2022 Jan;319:111418. doi: 10.1016/j.pscychresns.2021.111418. Epub 2021 Nov 23.","Macoveanu J","Psychiatry Res Neuroimaging","2022","2021/11/29","","","10.1016/j.pscychresns.2021.111418"
"29220679","Interaction between pre-treatment drug use and heterogeneity of psychiatric diagnosis predicts outcomes in outpatients with co-occurring disorders","Oluwoye O, Hirchak K, Leickly E, Skalisky J, McPherson S, Srebnik D, Roll JM, Ries RK, McDonell MG.","Psychiatry Res. 2018 Feb;260:233-235. doi: 10.1016/j.psychres.2017.11.070. Epub 2017 Nov 29.","Oluwoye O","Psychiatry Res","2018","2017/12/09","PMC5975078","NIHMS925965","10.1016/j.psychres.2017.11.070"
"31907912","[Guided web-based intervention for sleeping problems (I-Sleep) in depressed patients within outpatient specialist mental health care: a pilot study]","Dozeman E, van Straten A, van Genugten CR, van Schaik DJF.","Tijdschr Psychiatr. 2019;61(10):683-691.","Dozeman E","Tijdschr Psychiatr","2019","2020/01/08","","",""
"22743604","An inhibitor of casein kinase 1 ε/δ partially normalizes the manic-like behaviors of the ClockΔ19 mouse","Arey R, McClung CA.","Behav Pharmacol. 2012 Aug;23(4):392-6. doi: 10.1097/FBP.0b013e32835651fd.","Arey R","Behav Pharmacol","2012","2012/06/30","PMC3673712","NIHMS473091","10.1097/FBP.0b013e32835651fd"
"19433142","Preventing mania: a preliminary examination of the GOALS Program","Johnson SL, Fulford D.","Behav Ther. 2009 Jun;40(2):103-13. doi: 10.1016/j.beth.2008.03.002. Epub 2008 Oct 22.","Johnson SL","Behav Ther","2009","2009/05/13","PMC2847518","NIHMS182820","10.1016/j.beth.2008.03.002"
"18171924","The role of hippocampal GluR1 and GluR2 receptors in manic-like behavior","Du J, Creson TK, Wu LJ, Ren M, Gray NA, Falke C, Wei Y, Wang Y, Blumenthal R, Machado-Vieira R, Yuan P, Chen G, Zhuo M, Manji HK.","J Neurosci. 2008 Jan 2;28(1):68-79. doi: 10.1523/JNEUROSCI.3080-07.2008.","Du J","J Neurosci","2008","2008/01/04","PMC2763546","NIHMS148615","10.1523/JNEUROSCI.3080-07.2008"
"24206639","Effects of cognitive remediation on cognitive dysfunction in partially or fully remitted patients with bipolar disorder: study protocol for a randomized controlled trial","Demant KM, Almer GM, Vinberg M, Kessing LV, Miskowiak KW.","Trials. 2013 Nov 10;14:378. doi: 10.1186/1745-6215-14-378.","Demant KM","Trials","2013","2013/11/12","PMC4226194","","10.1186/1745-6215-14-378"
"12880507","Response to methylphenidate in children with attention deficit hyperactivity disorder and manic symptoms in the multimodal treatment study of children with attention deficit hyperactivity disorder titration trial","Galanter CA, Carlson GA, Jensen PS, Greenhill LL, Davies M, Li W, Chuang SZ, Elliott GR, Arnold LE, March JS, Hechtman L, Pelham WE, Swanson JM.","J Child Adolesc Psychopharmacol. 2003 Summer;13(2):123-36. doi: 10.1089/104454603322163844.","Galanter CA","J Child Adolesc Psychopharmacol","2003","2003/07/26","","","10.1089/104454603322163844"
"32159711","Effectiveness of an internet-based self-guided program to treat depression in a sample of Brazilian users: a study protocol","Lopes RT, Meyer B, Berger T, Svacina MA.","Braz J Psychiatry. 2020;42(3):322-328. doi: 10.1590/1516-4446-2019-0582. Epub 2020 Mar 9.","Lopes RT","Braz J Psychiatry","2020","2020/03/12","PMC7236154","","10.1590/1516-4446-2019-0582"
"18332879","Evidence for the involvement of the kainate receptor subunit GluR6 (GRIK2) in mediating behavioral displays related to behavioral symptoms of mania","Shaltiel G, Maeng S, Malkesman O, Pearson B, Schloesser RJ, Tragon T, Rogawski M, Gasior M, Luckenbaugh D, Chen G, Manji HK.","Mol Psychiatry. 2008 Sep;13(9):858-72. doi: 10.1038/mp.2008.20. Epub 2008 Mar 11.","Shaltiel G","Mol Psychiatry","2008","2008/03/12","PMC2804880","NIHMS160818","10.1038/mp.2008.20"
"27547856","Age as a moderator of change following compensatory cognitive training in individuals with severe mental illnesses","Thomas KR, Puig O, Twamley EW.","Psychiatr Rehabil J. 2017 Mar;40(1):70-78. doi: 10.1037/prj0000206. Epub 2016 Aug 22.","Thomas KR","Psychiatr Rehabil J","2017","2016/08/23","PMC5322254","NIHMS794100","10.1037/prj0000206"
"10743851","A rose is a rose is a rose","Weller E, Weller RA, Dogin JW.","J Affect Disord. 1998 Nov;51(2):189-93. doi: 10.1016/s0165-0327(98)00180-3.","Weller E","J Affect Disord","1998","2000/04/01","","","10.1016/s0165-0327(98)00180-3"
"25701077","Working Alliance in Patients with Severe Mental Illness Who Need a Crisis Intervention Plan","Ruchlewska A, Kamperman AM, van der Gaag M, Wierdsma AI, Mulder NC.","Community Ment Health J. 2016 Jan;52(1):102-8. doi: 10.1007/s10597-015-9839-7. Epub 2015 Feb 21.","Ruchlewska A","Community Ment Health J","2016","2015/02/22","PMC4710646","","10.1007/s10597-015-9839-7"
"26824576","Neuropsychological phenotype and psychopathology in seven adult patients with Phelan-McDermid syndrome: implications for treatment strategy","Egger JI, Zwanenburg RJ, van Ravenswaaij-Arts CM, Kleefstra T, Verhoeven WM.","Genes Brain Behav. 2016 Apr;15(4):395-404. doi: 10.1111/gbb.12285. Epub 2016 Feb 17.","Egger JI","Genes Brain Behav","2016","2016/01/30","","","10.1111/gbb.12285"
"25439055","A familial risk enriched cohort as a platform for testing early interventions to prevent severe mental illness","Uher R, Cumby J, MacKenzie LE, Morash-Conway J, Glover JM, Aylott A, Propper L, Abidi S, Bagnell A, Pavlova B, Hajek T, Lovas D, Pajer K, Gardner W, Levy A, Alda M.","BMC Psychiatry. 2014 Dec 2;14:344. doi: 10.1186/s12888-014-0344-2.","Uher R","BMC Psychiatry","2014","2014/12/03","PMC4267051","","10.1186/s12888-014-0344-2"
"32692132","Integration of Clozapine-associated Harm Obsessions into Cognitive Behavioral Conceptualization and Treatment Planning for Thought Broadcasting: A Case Study","Kopelovich SL, Wood K, Cotes RO, Goldsmith DR.","J Psychiatr Pract. 2020 Jul;26(4):329-336. doi: 10.1097/PRA.0000000000000470.","Kopelovich SL","J Psychiatr Pract","2020","2020/07/22","PMC8191597","NIHMS1707024","10.1097/PRA.0000000000000470"
"23164454","Chronic valproate attenuates some, but not all, facets of mania-like behaviour in mice","van Enkhuizen J, Geyer MA, Kooistra K, Young JW.","Int J Neuropsychopharmacol. 2013 Jun;16(5):1021-31. doi: 10.1017/S1461145712001198. Epub 2012 Nov 20.","van Enkhuizen J","Int J Neuropsychopharmacol","2013","2012/11/21","PMC3920978","NIHMS551413","10.1017/S1461145712001198"
"29505188","Assessing and Treating Insomnia in Patients With Psychiatric Disorders, Part 1","Benca RM, Buysse DJ.","J Clin Psychiatry. 2018 Jan/Feb;79(1):ME17008PD2C. doi: 10.4088/JCP.ME17008PD2C.","Benca RM","J Clin Psychiatry","2018","2018/03/06","","","10.4088/JCP.ME17008PD2C"
"24554717","Defective craniofacial development and brain function in a mouse model for depletion of intracellular inositol synthesis","Ohnishi T, Murata T, Watanabe A, Hida A, Ohba H, Iwayama Y, Mishima K, Gondo Y, Yoshikawa T.","J Biol Chem. 2014 Apr 11;289(15):10785-10796. doi: 10.1074/jbc.M113.536706. Epub 2014 Feb 19.","Ohnishi T","J Biol Chem","2014","2014/02/21","PMC4036449","","10.1074/jbc.M113.536706"
"23523693","The special treatment of first rank auditory hallucinations and bizarre delusions in the diagnosis of schizophrenia","Shinn AK, Heckers S, Öngür D.","Schizophr Res. 2013 May;146(1-3):17-21. doi: 10.1016/j.schres.2013.02.040. Epub 2013 Mar 22.","Shinn AK","Schizophr Res","2013","2013/03/26","PMC3667611","NIHMS461775","10.1016/j.schres.2013.02.040"
"18006073","Family history of completed suicide and characteristics of major depressive disorder: a STAR*D (sequenced treatment alternatives to relieve depression) study","Nierenberg AA, Alpert JE, Gaynes BN, Warden D, Wisniewski SR, Biggs MM, Trivedi MH, Barkin JL, Rush AJ.","J Affect Disord. 2008 May;108(1-2):129-34. doi: 10.1016/j.jad.2007.10.011. Epub 2007 Nov 19.","Nierenberg AA","J Affect Disord","2008","2007/11/17","PMC5886723","NIHMS226342","10.1016/j.jad.2007.10.011"
"23959152","Clinical effectiveness of collaborative care for depression in UK primary care (CADET): cluster randomised controlled trial","Richards DA, Hill JJ, Gask L, Lovell K, Chew-Graham C, Bower P, Cape J, Pilling S, Araya R, Kessler D, Bland JM, Green C, Gilbody S, Lewis G, Manning C, Hughes-Morley A, Barkham M.","BMJ. 2013 Aug 19;347:f4913. doi: 10.1136/bmj.f4913.","Richards DA","BMJ","2013","2013/08/21","PMC3746956","","10.1136/bmj.f4913"
