index	name	author	DOI	base
587	Effects of Fish Oil Monotherapy on Depression and Prefrontal Neurochemistry in Adolescents at High Risk for Bipolar I Disorder: A 12-Week Placebo-Controlled Proton Magnetic Resonance Spectroscopy Trial	McNamara RK, Strawn JR, Tallman MJ, Welge JA, Patino LR, Blom TJ, DelBello MP.	10.1089/cap.2019.0124	pubmed
588	"I Smoke Like This to Suppress These Issues That Are Flaws of My Character": Challenges and Facilitators of Cessation Among Smokers With Bipolar Disorder	Heffner JL, Watson NL, McClure JB, Anthenelli RM, Hohl S, Bricker JB.	10.1080/15504263.2017.1390278	pubmed
589	Central levels of tryptophan metabolites in subjects with bipolar disorder	Trepci A, Sellgren CM, Pålsson E, Brundin L, Khanlarkhani N, Schwieler L, Landén M, Erhardt S.	10.1016/j.euroneuro.2020.11.018	pubmed
590	Role of thyroid hormone therapy in depressive disorders	Bauer M, Whybrow PC.	10.1007/s40618-021-01600-w	pubmed
591	Reducing the rate and duration of Re-ADMISsions among patients with unipolar disorder and bipolar disorder using smartphone-based monitoring and treatment - the RADMIS trials: study protocol for two randomized controlled trials	Faurholt-Jepsen M, Frost M, Martiny K, Tuxen N, Rosenberg N, Busk J, Winther O, Bardram JE, Kessing LV.	10.1186/s13063-017-2015-3	pubmed
592	A systematic review and economic model of the clinical effectiveness and cost-effectiveness of interventions for preventing relapse in people with bipolar disorder	Soares-Weiser K, Bravo Vergel Y, Beynon S, Dunn G, Barbieri M, Duffy S, Geddes J, Gilbody S, Palmer S, Woolacott N.	10.3310/hta11390	pubmed
593	Asenapine in the management of impulsivity and aggressiveness in bipolar disorder and comorbid borderline personality disorder: an open-label uncontrolled study	Aguglia A, Mineo L, Rodolico A, Signorelli MS, Aguglia E.	10.1097/YIC.0000000000000206	pubmed
594	Co-morbid disruptive behavior disorder and aggression predict functional outcomes and differential response to risperidone versus divalproex in pharmacotherapy for pediatric bipolar disorder	West AE, Weinstein SM, Celio CI, Henry D, Pavuluri MN.	10.1089/cap.2010.0140	pubmed
595	Employee costs before and after treatment initiation for bipolar disorder	Brook RA, Kleinman NL, Rajagopalan K.		pubmed
596	Mindfulness-based Cognitive Therapy (MBCT) in bipolar disorder: preliminary evaluation of immediate effects on between-episode functioning	Williams JM, Alatiq Y, Crane C, Barnhofer T, Fennell MJ, Duggan DS, Hepburn S, Goodwin GM.	10.1016/j.jad.2007.08.022	pubmed
597	Network-level functional topological changes after mindfulness-based cognitive therapy in mood dysregulated adolescents at familial risk for bipolar disorder: a pilot study	Qin K, Lei D, Yang J, Li W, Tallman MJ, Duran LRP, Blom TJ, Bruns KM, Cotton S, Sweeney JA, Gong Q, DelBello MP.	10.1186/s12888-021-03211-4	pubmed
598	The effects of cognitive remediation on cognitive abilities and real-world functioning among people with bipolar disorder: A systematic review: Special Section on "Translational and Neuroscience Studies in Affective Disorders". Section Editor, Maria Nobile MD, PhD. This Section of JAD focuses on the relevance of translational and neuroscience studies in providing a better understanding of the neural basis of affective disorders. The main aim is to briefly summaries relevant research findings in clinical neuroscience with particular regards to specific innovative topics in mood and anxiety disorders	Bellani M, Biagianti B, Zovetti N, Rossetti MG, Bressi C, Perlini C, Brambilla P.	10.1016/j.jad.2019.07.059	pubmed
599	The rise and fall of gabapentin for bipolar disorder: a case study on off-label pharmaceutical diffusion	Fullerton CA, Busch AB, Frank RG.	10.1097/MLR.0b013e3181ca404e	pubmed
600	Peer support and mobile health technology targeting obesity-related cardiovascular risk in young adults with serious mental illness: Protocol for a randomized controlled trial	Aschbrenner KA, Naslund JA, Gorin AA, Mueser KT, Scherer EA, Viron M, Kinney A, Bartels SJ.	10.1016/j.cct.2018.10.005	pubmed
601	Clozapine: Why Is It So Uniquely Effective in the Treatment of a Range of Neuropsychiatric Disorders?	Gammon D, Cheng C, Volkovinskaia A, Baker GB, Dursun SM.	10.3390/biom11071030	pubmed
602	Diagnostic Trends and Prescription Patterns in Disruptive Mood Dysregulation Disorder and Bipolar Disorder	Findling RL, Zhou X, George P, Chappell PB.	10.1016/j.jaac.2021.05.016	pubmed
603	A positive emotion regulation intervention for bipolar I disorder: Treatment development and initial outcomes	Painter JM, Mote J, Peckham AD, Lee EH, Campellone TR, Pearlstein JG, Morgan S, Kring AM, Johnson SL, Moskowitz JT.	10.1016/j.genhosppsych.2019.07.013	pubmed
604	Classifying Mood Symptom Trajectories in Adolescents With Bipolar Disorder	Weintraub MJ, Schneck CD, Axelson DA, Birmaher B, Kowatch RA, Miklowitz DJ.	10.1016/j.jaac.2019.04.028	pubmed
605	Relationship between antiepileptic drugs and suicide attempts in patients with bipolar disorder	Gibbons RD, Hur K, Brown CH, Mann JJ.	10.1001/archgenpsychiatry.2009.159	pubmed
606	Predictors of tobacco abstinence in outpatient smokers with schizophrenia or bipolar disorder treated with varenicline and cognitive behavioral smoking cessation therapy	Schuster RM, Cather C, Pachas GN, Zhang H, Cieslak KM, Hoeppner SS, Schoenfeld D, Evins AE.	10.1016/j.addbeh.2017.02.028	pubmed
607	Bipolar disorder is associated with HIV transmission risk behavior among patients in treatment for HIV	Meade CS, Bevilacqua LA, Key MD.	10.1007/s10461-012-0203-4	pubmed
608	Hippocampal morphology in lithium and non-lithium-treated bipolar I disorder patients, non-bipolar co-twins, and control twins	van Erp TG, Thompson PM, Kieseppä T, Bearden CE, Marino AC, Hoftman GD, Haukka J, Partonen T, Huttunen M, Kaprio J, Lönnqvist J, Poutanen VP, Toga AW, Cannon TD.	10.1002/hbm.21239	pubmed
609	Abnormal development of monoaminergic neurons is implicated in mood fluctuations and bipolar disorder	Jukic MM, Carrillo-Roa T, Bar M, Becker G, Jovanovic VM, Zega K, Binder EB, Brodski C.	10.1038/npp.2014.244	pubmed
610	A review of postpartum psychosis	Sit D, Rothschild AJ, Wisner KL.	10.1089/jwh.2006.15.352	pubmed
611	Inter-episode affective intensity and instability: predictors of depression and functional impairment in bipolar disorder	Gershon A, Eidelman P.	10.1016/j.jbtep.2014.07.005	pubmed
612	The role of purinergic signaling in depressive disorders	Sperlagh B, Csolle C, Ando RD, Goloncser F, Kittel A, Baranyi M.		pubmed
613	Extreme cognitions in bipolar spectrum disorders: associations with personality disorder characteristics and risk for episode recurrence	Stange JP, Adams AM, O'Garro-Moore JK, Weiss RB, Ong ML, Walshaw PD, Abramson LY, Alloy LB.	10.1016/j.beth.2014.09.003	pubmed
614	Validation of the animal model of bipolar disorder induced by Ouabain: face, construct and predictive perspectives	Valvassori SS, Dal-Pont GC, Resende WR, Varela RB, Lopes-Borges J, Cararo JH, Quevedo J.	10.1038/s41398-019-0494-6	pubmed
615	A Systematic Review of Nutraceuticals for the Treatment of Bipolar Disorder	Ashton MM, Kavanagh BE, Marx W, Berk M, Sarris J, Ng CH, Hopwood M, Williams LJ, Dean OM.	10.1177/0706743720961734	pubmed
616	PTSD and bipolar II disorder in Fukushima disaster relief workers after the 2011 nuclear accident	Hori A, Takebayashi Y, Tsubokura M, Kim Y.	10.1136/bcr-2020-236725	pubmed
617	Little Agreement on Treating Residual Bipolar Disorder Symptoms in a Child	Post RM, Rowe M, Findling R.	10.4088/PCC.19m02574	pubmed
618	Executive function and attention span in euthymic patients with bipolar 1 disorder	Normala I, Abdul HA, Azlin B, Nik Ruzyanei NJ, Hazli Z, Shah SA.		pubmed
619	Facebook for Supporting a Lifestyle Intervention for People with Major Depressive Disorder, Bipolar Disorder, and Schizophrenia: an Exploratory Study	Naslund JA, Aschbrenner KA, Marsch LA, McHugo GJ, Bartels SJ.	10.1007/s11126-017-9512-0	pubmed
620	The comorbidity of bipolar disorder and cardiovascular diseases from pharmacotherapy perspective	Vuksan-Cusa B, Marcinko D, Sagud M, Jakovljević M.		pubmed
621	Mindfulness based cognitive therapy improves frontal control in bipolar disorder: a pilot EEG study	Howells FM, Ives-Deliperi VL, Horn NR, Stein DJ.	10.1186/1471-244X-12-15	pubmed
622	Evaluation of the acceptability and usefulness of an information website for caregivers of people with bipolar disorder	Berk L, Berk M, Dodd S, Kelly C, Cvetkovski S, Jorm AF.	10.1186/1741-7015-11-162	pubmed
623	Demographic and Clinical Characteristics, Including Subsyndromal Symptoms Across Bipolar-Spectrum Disorders in Adolescents	Salazar de Pablo G, Guinart D, Cornblatt BA, Auther AM, Carrión RE, Carbon M, Jiménez-Fernández S, Vernal DL, Walitza S, Gerstenberg M, Saba R, Lo Cascio N, Brandizzi M, Arango C, Moreno C, Van Meter A, Correll CU.	10.1089/cap.2019.0138	pubmed
624	Towards recovery-oriented psychosocial interventions for bipolar disorder: Quality of life outcomes, stage-sensitive treatments, and mindfulness mechanisms	Murray G, Leitan ND, Thomas N, Michalak EE, Johnson SL, Jones S, Perich T, Berk L, Berk M.	10.1016/j.cpr.2017.01.002	pubmed
625	Oxytocin system in neuropsychiatric disorders: Old concept, new insights	Misrani A, Tabassum S, Long C.		pubmed
626	Caregiver burden and health in bipolar disorder: a cluster analytic approach	Perlick DA, Rosenheck RA, Miklowitz DJ, Kaczynski R, Link B, Ketter T, Wisniewski S, Wolff N, Sachs G; STEP-BD Family Experience Collaborative Study Group.	10.1097/NMD.0b013e3181773927	pubmed
627	Obsessive-compulsive disorder reinforcement during the COVID-19 pandemic	Ornell F, Braga DT, Bavaresco DV, Francke ID, Scherer JN, von Diemen L, Kessler FHP.	10.47626/2237-6089-2020-0054	pubmed
628	Paliperidone Use in Child Psychiatry: Evidence or Diffidence?	Naguy A, Adel T, Almazeedi I.	10.1159/000500629	pubmed
629	Parenting and the emotional and behavioural adjustment of young children in families with a parent with bipolar disorder	Calam R, Jones S, Sanders MR, Dempsey R, Sadhnani V.	10.1017/S1352465812000094	pubmed
630	Bipolar affective disorder: medication adherence and satisfaction with treatment and guidance by the health team in a mental health service	Miasso AI, Monteschi M, Giacchero KG.	10.1590/s0104-11692009000400018	pubmed
631	Cardiovascular risk in bipolar disorder: beyond medication effects and lifestyle factors	Soreca I, Kupfer DJ.	10.1590/1516-4446-2013-3506	pubmed
632	Glutamatergic Correlates of Bipolar Symptoms in Adolescents	Sonmez AI, Lewis CP, Port JD, Cabello-Arreola A, Blacker CJ, Seewoo BJ, McKean AJ, Leffler JM, Frye MA, Croarkin PE.	10.1089/cap.2020.0082	pubmed
633	Maintenance treatment with varenicline for smoking cessation in patients with schizophrenia and bipolar disorder: a randomized clinical trial	Evins AE, Cather C, Pratt SA, Pachas GN, Hoeppner SS, Goff DC, Achtyes ED, Ayer D, Schoenfeld DA.	10.1001/jama.2013.285113	pubmed
634	Effect of action-based cognitive remediation on cognition and neural activity in bipolar disorder: study protocol for a randomized controlled trial	Ott CV, Vinberg M, Bowie CR, Christensen EM, Knudsen GM, Kessing LV, Miskowiak KW.	10.1186/s13063-018-2860-8	pubmed
635	Adjunctive thyroid hormone treatment in rapid cycling bipolar disorder: A double-blind placebo-controlled trial of levothyroxine (L-T(4) ) and triiodothyronine (T(3) )	Walshaw PD, Gyulai L, Bauer M, Bauer MS, Calimlim B, Sugar CA, Whybrow PC.	10.1111/bdi.12657	pubmed
636	Three-dimensional mapping of hippocampal anatomy in unmedicated and lithium-treated patients with bipolar disorder	Bearden CE, Thompson PM, Dutton RA, Frey BN, Peluso MA, Nicoletti M, Dierschke N, Hayashi KM, Klunder AD, Glahn DC, Brambilla P, Sassi RB, Mallinger AG, Soares JC.	10.1038/sj.npp.1301507	pubmed
637	The effect of pharmacotherapy on suicide rates in bipolar patients	Rihmer Z, Gonda X.	10.1111/j.1755-5949.2011.00261.x	pubmed
638	Characterization and factors associated with sleep quality in adolescents with bipolar I disorder	Roybal DJ, Chang KD, Chen MC, Howe ME, Gotlib IH, Singh MK.	10.1007/s10578-011-0239-0	pubmed
639	Cerebroprotective effects of RAS inhibitors: Beyond their cardio-renal actions	Kalra J, Prakash A, Kumar P, Majeed AB.	10.1177/1470320315583582	pubmed
640	Characteristics of youth at high risk for bipolar disorder compared to youth with bipolar I or II disorder	Weintraub MJ, Schneck CD, Walshaw PD, Chang KD, Singh MK, Axelson DA, Birmaher B, Miklowitz DJ.	10.1016/j.jpsychires.2020.01.010	pubmed
641	Bipolar pathophysiology and development of improved treatments	Bowden CL.	10.1016/j.brainres.2008.05.084	pubmed
642	Adjunctive psychosocial intervention following Hospital discharge for Patients with bipolar disorder and comorbid substance use: A pilot randomized controlled trial	Wenze SJ, Gaudiano BA, Weinstock LM, Tezanos KM, Miller IW.	10.1016/j.psychres.2015.06.005	pubmed
643	Symptom Dimensions and Trajectories of Functioning Among Bipolar Youth: A Cluster Analysis	Peters AT, Weinstein SM, Isaia A, VAN Meter A, Zulauf CA, West AE.	10.1097/PRA.0000000000000307	pubmed
644	Therapeutic Interventions to Mitigate Mitochondrial Dysfunction and Oxidative Stress-Induced Damage in Patients with Bipolar Disorder	Madireddy S, Madireddy S.	10.3390/ijms23031844	pubmed
645	Low frequency of bipolar disorder, dopamine dysregulation syndrome, and punding in Brazilian patients with Parkinson's disease	Kummer A, Dias FM, Cardoso F, Teixeira AL.	10.1590/s1516-44462010000100012	pubmed
646	A systematic review of cognitive rehabilitation for bipolar disorder	Kluwe-Schiavon B, Viola TW, Levandowski ML, Bortolotto VR, Azevedo e Souza LS, Tractenberg SG, Soares T.	10.1590/2237-6089-2015-0006	pubmed
647	Illness experience and reasons for nonadherence among individuals with bipolar disorder who are poorly adherent with medication	Sajatovic M, Levin J, Fuentes-Casiano E, Cassidy KA, Tatsuoka C, Jenkins JH.	10.1016/j.comppsych.2010.07.002	pubmed
648	Levothyroxine effects on depressive symptoms and limbic glucose metabolism in bipolar disorder: a randomized, placebo-controlled positron emission tomography study	Bauer M, Berman S, Stamm T, Plotkin M, Adli M, Pilhatsch M, London ED, Hellemann GS, Whybrow PC, Schlagenhauf F.	10.1038/mp.2014.186	pubmed
649	Validity and Usage of the Seasonal Pattern Assessment Questionnaire (SPAQ) in a French Population of Patients with Depression, Bipolar Disorders and Controls	Reynaud E, Berna F, Haffen E, Weiner L, Maruani J, Lejoyeux M, Schroder CM, Bourgin P, Geoffroy PA.	10.3390/jcm10091897	pubmed
650	Maintenance pharmacotherapy normalizes the relapse curve in recently abstinent tobacco smokers with schizophrenia and bipolar disorder	Evins AE, Hoeppner SS, Schoenfeld DA, Hoeppner BB, Cather C, Pachas GN, Cieslak KM, Maravic MC.	10.1016/j.schres.2016.11.018	pubmed
651	Depression, Anxiety, and Pain among Newly Admitted Nursing Home Residents	Ulbricht CM, Hunnicutt JN, Hume AL, Lapane KL.	10.14283/jnhrs.2019.8	pubmed
652	Pilot Study of a Brief Sleep Intervention for Suicidal Ideation in Bipolar Disorder	Sylvia LG, Janos JA, Pegg SL, Montana RE, Gold AK, Bianchi M, Nierenberg AA.	10.1097/PRA.0000000000000528	pubmed
653	Impact of depressive symptoms on future alcohol use in patients with co-occurring bipolar disorder and alcohol dependence: a prospective analysis in an 8-week randomized controlled trial of acamprosate	Prisciandaro JJ, DeSantis SM, Chiuzan C, Brown DG, Brady KT, Tolliver BK.	10.1111/j.1530-0277.2011.01645.x	pubmed
654	White matter disruptions in patients with bipolar disorder	Abramovic L, Boks MPM, Vreeker A, Verkooijen S, van Bergen AH, Ophoff RA, Kahn RS, van Haren NEM.	10.1016/j.euroneuro.2018.01.001	pubmed
655	Epigenetics of major psychosis: progress, problems and perspectives	Labrie V, Pai S, Petronis A.	10.1016/j.tig.2012.04.002	pubmed
656	Delirium in palliative care	Friedlander MM, Brayman Y, Breitbart WS.		pubmed
657	Functional neuroanatomy of mania	Cotovio G, Oliveira-Maia AJ.	10.1038/s41398-022-01786-4	pubmed
658	A Smartphone-Based Self-management Intervention for Bipolar Disorder (LiveWell): User-Centered Development Approach	Jonathan GK, Dopke CA, Michaels T, Bank A, Martin CR, Adhikari K, Krakauer RL, Ryan C, McBride A, Babington P, Frauenhofer E, Silver J, Capra C, Simon M, Begale M, Mohr DC, Goulding EH.	10.2196/20424	pubmed
659	Decreased expression of Sprouty2 in the dorsolateral prefrontal cortex in schizophrenia and bipolar disorder: a correlation with BDNF expression	Pillai A.	10.1371/journal.pone.0001784	pubmed
660	Neuroleptic-induced deficit syndrome in bipolar disorder with psychosis	Ueda S, Sakayori T, Omori A, Fukuta H, Kobayashi T, Ishizaka K, Saijo T, Okubo Y.	10.2147/NDT.S99577	pubmed
661	Six-month outcomes of customized adherence enhancement (CAE) therapy in bipolar disorder	Sajatovic M, Levin J, Tatsuoka C, Micula-Gondek W, Fuentes-Casiano E, Bialko CS, Cassidy KA.	10.1111/j.1399-5618.2012.01010.x	pubmed
662	Comparison of 71 bipolar disorder pharmacotherapies for kidney disorder risk: The potential hazards of polypharmacy	Nestsiarovich A, Kerner B, Mazurie AJ, Cannon DC, Hurwitz NG, Zhu Y, Nelson SJ, Oprea TI, Unruh ML, Crisanti AS, Tohen M, Perkins DJ, Lambert CG.	10.1016/j.jad.2019.04.009	pubmed
663	Social Rhythm Therapies for Mood Disorders: an Update	Haynes PL, Gengler D, Kelly M.	10.1007/s11920-016-0712-3	pubmed
664	Hospitalization risk in pediatric patients with bipolar disorder treated with lurasidone vs. other oral atypical antipsychotics: a real-world retrospective claims database study	Kadakia A, Dembek C, Liu Y, Dieyi C, Williams GR.	10.1080/13696998.2021.1993862	pubmed
665	"It felt very special, it felt customised to me"-A qualitative investigation of the experiences of participating in a clinical trial of CBT for young people at risk of bipolar disorder	Jones WT, Peters S, Byrne RE, Shiers D, Law H, Parker S.	10.1111/papt.12313	pubmed
666	Optimizing an Acceptance and Commitment Therapy Microintervention Via a Mobile App With Two Cohorts: Protocol for Micro-Randomized Trials	Kroska EB, Hoel S, Victory A, Murphy SA, McInnis MG, Stowe ZN, Cochran A.	10.2196/17086	pubmed
667	A 12-month prospective study on the time to hospitalization and clinical management of a cohort of bipolar type I and schizoaffective bipolar patients	Murru A, Verdolini N, Anmella G, Pacchiarotti I, Samalin L, Aedo A, Undurraga J, Goikolea JM, Amann BL, Carvalho AF, Vieta E.	10.1016/j.eurpsy.2019.06.001	pubmed
668	A family-based psychosocial treatment model	West AE, Weinstein SM.		pubmed
669	Association of Electroconvulsive Therapy With Psychiatric Readmissions in US Hospitals	Slade EP, Jahn DR, Regenold WT, Case BG.	10.1001/jamapsychiatry.2017.1378	pubmed
670	Impulsivity and Behavior-Dependent Life Events Mediate the Relationship of Reward Sensitivity and Depression, but Not Hypomania, Among at-Risk Adolescents	Bart CP, Abramson LY, Alloy LB.	10.1016/j.beth.2018.09.001	pubmed
671	Narrative enhancement and cognitive therapy (NECT) to improve social functioning in people with serious mental illness: study protocol for a stepped-wedge cluster randomized controlled trial	Dubreucq J, Faraldo M, Abbes M, Ycart B, Richard-Lepouriel H, Favre S, Jermann F, Attal J, Bakri M, Cohen T, Cervello C, Chereau I, Cognard C, De Clercq M, Douasbin A, Giordana JY, Giraud-Baro E, Guillard-Bouhet N, Legros-Lafarge E, Polosan M, Pouchon A, Rolland M, Rainteau N, Roussel C, Wangermez C, Yanos PT, Lysaker PH, Franck N.	10.1186/s13063-021-05067-1	pubmed
672	Antidepressant-induced Dopamine Receptor Dysregulation: A Valid Animal Model of Manic-Depressive Illness	Demontis F, Serra F, Serra G.	10.2174/1570159X14666160715165648	pubmed
673	Mood management and nicotine patch for smoking cessation in adults with bipolar disorder	Heffner JL, Anthenelli RM, DelBello MP, Stahl L, Strakowski SM.	10.1093/ntr/ntt076	pubmed
674	Convergent functional genomic studies of ω-3 fatty acids in stress reactivity, bipolar disorder and alcoholism	Le-Niculescu H, Case NJ, Hulvershorn L, Patel SD, Bowker D, Gupta J, Bell R, Edenberg HJ, Tsuang MT, Kuczenski R, Geyer MA, Rodd ZA, Niculescu AB.	10.1038/tp.2011.1	pubmed
675	Comorbid disorders as moderators of response to family interventions among adolescents with bipolar disorder	Weintraub MJ, Axelson DA, Kowatch RA, Schneck CD, Miklowitz DJ.	10.1016/j.jad.2018.12.125	pubmed
676	Neural circuitry and neuroplasticity in mood disorders: insights for novel therapeutic targets	Carlson PJ, Singh JB, Zarate CA Jr, Drevets WC, Manji HK.	10.1016/j.nurx.2005.12.009	pubmed
677	Molecular modulation of prefrontal cortex: rational development of treatments for psychiatric disorders	Gamo NJ, Arnsten AF.	10.1037/a0023165	pubmed
678	Systematic review of the neural basis of social cognition in patients with mood disorders	Cusi AM, Nazarov A, Holshausen K, Macqueen GM, McKinnon MC.	10.1503/jpn.100179	pubmed
679	Early-onset bipolar spectrum disorders: diagnostic issues	Danner S, Fristad MA, Arnold LE, Youngstrom EA, Birmaher B, Horwitz SM, Demeter C, Findling RL, Kowatch RA; LAMS Group.	10.1007/s10567-009-0055-2	pubmed
680	Characterizing impulsivity in mania	Strakowski SM, Fleck DE, DelBello MP, Adler CM, Shear PK, McElroy SL, Keck PE Jr, Moss Q, Cerullo MA, Kotwal R, Arndt S.	10.1111/j.1399-5618.2008.00658.x	pubmed
681	Treatment development and feasibility study of family-focused treatment for adolescents with bipolar disorder and comorbid substance use disorders	Goldstein BI, Goldstein TR, Collinger KA, Axelson DA, Bukstein OG, Birmaher B, Miklowitz DJ.	10.1097/01.pra.0000450325.21791.7e	pubmed
682	Associations of mental health and family background with opioid analgesic therapy: a nationwide Swedish register-based study	Quinn PD, Rickert ME, Franck J, Sariaslan A, Boersma K, Lichtenstein P, Larsson H, D'Onofrio BM.	10.1097/j.pain.0000000000001643	pubmed
683	The role of depression, shame-proneness, and guilt-proneness in predicting criticism of relatives towards people with bipolar disorder	McMurrich SL, Johnson SL.	10.1016/j.beth.2008.09.003	pubmed
684	Development of a Patient-Centered Software System to Facilitate Effective Management of Bipolar Disorder	Bowden CL, Priesmeyer R, Tohen M, Singh V, Calabrese JR, Ketter T, Nierenberg A, Thase ME, Siegel G, Siegel LH, Mintz J, El-Mallakh RS, McElroy SL, Martinez M.		pubmed
685	[Dialectical behaviour therapy for adolescents; a literature review]	Backer HS, Miller AL, van den Bosch LM.		pubmed
686	A double-blind, randomized, placebo-controlled prophylaxis trial of oxcarbazepine as adjunctive treatment to lithium in the long-term treatment of bipolar I and II disorder	Vieta E, Cruz N, García-Campayo J, de Arce R, Manuel Crespo J, Vallès V, Pérez-Blanco J, Roca E, Manuel Olivares J, Moríñigo A, Fernández-Villamor R, Comes M.	10.1017/S1461145708008596	pubmed
687	Enhancing outcomes in patients with bipolar disorder: results from the Bipolar Disorder Center for Pennsylvanians Study	Fagiolini A, Frank E, Axelson DA, Birmaher B, Cheng Y, Curet DE, Friedman ES, Gildengers AG, Goldstein T, Grochocinski VJ, Houck PR, Stofko MG, Thase ME, Thompson WK, Turkin SR, Kupfer DJ.	10.1111/j.1399-5618.2009.00700.x	pubmed
688	[Effectiveness of Behavioral Activation for the Treatment of Severe Depression in Clinical Settings]	Blanchet V, Provencher MD.		pubmed
689	Irritability in children and adolescents: past concepts, current debates, and future opportunities	Krieger FV, Leibenluft E, Stringaris A, Polanczyk GV.	10.1590/1516-4446-2013-S107	pubmed
690	1,25(OH)(2)D(3) in Brain Function and Neuropsychiatric Disease	Lang F, Ma K, Leibrock CB.	10.33594/000000182	pubmed
691	Depression and cardiovascular disease: an update on how course of illness may influence risk	Fiedorowicz JG.	10.1007/s11920-014-0492-6	pubmed
692	Kindling of Life Stress in Bipolar Disorder: Effects of Early Adversity	Shapero BG, Weiss RB, Burke TA, Boland EM, Abramson LY, Alloy LB.	10.1016/j.beth.2016.12.003	pubmed
693	Mixed state and suicide: Is the effect of mixed state on suicidal behavior more than the sum of its parts?	Persons JE, Coryell WH, Solomon DA, Keller MB, Endicott J, Fiedorowicz JG.	10.1111/bdi.12538	pubmed
694	Perinatal depression: treatment options and dilemmas	Pearlstein T.		pubmed
695	Conduct disorder and antisocial personality disorder in persons with severe psychiatric and substance use disorders	Mueser KT, Crocker AG, Frisman LB, Drake RE, Covell NH, Essock SM.	10.1093/schbul/sbj068	pubmed
696	Neurobiology of seizures and behavioral abnormalities	Post RM.	10.1111/j.0013-9580.2004.452001.x	pubmed
697	Sixth Kraepelin Symposium-Understanding and Treating Cognitive Impairment and Depression in Schizophrenia and Affective Disorders	Annette S, Peter F.	10.1093/schbul/sbz003	pubmed
698	Adherence to medication in bipolar disorder: a qualitative study exploring the role of patients' beliefs about the condition and its treatment	Clatworthy J, Bowskill R, Rank T, Parham R, Horne R.	10.1111/j.1399-5618.2007.00434.x	pubmed
699	Patterns of initiation of second generation antipsychotics for bipolar disorder: a month-by-month analysis of provider behavior	Miller CJ, Li M, Penfold RB, Lee AF, Smith EG, Osser DN, Bajor L, Bauer MS.	10.1186/s12888-014-0339-z	pubmed
700	A pooled post hoc analysis evaluating the safety and tolerability of cariprazine in bipolar depression	Earley WR, Burgess M, Rekeda L, Hankinson A, McIntyre RS, Suppes T, Calabrese JR, Yatham LN.	10.1016/j.jad.2019.11.098	pubmed
701	Longitudinal relationship between maternal distress and pediatric mood symptoms in youth with mood disorders	Weintraub MJ, Schneck CD, Singh MK, Walshaw PD, Chang KD, Sullivan AE, Miklowitz DJ.	10.1016/j.jpsychires.2021.10.041	pubmed
702	Intrauterine environment-genome interaction and children's development (4): Brain-behavior phenotypying of genetically-engineered mice using a comprehensive behavioral test battery on research of neuropsychiatric disorders	Takao K, Miyakawa T.	10.2131/jts.34.sp293	pubmed
703	Positive and Negative Affect as Links Between Social Anxiety and Depression: Predicting Concurrent and Prospective Mood Symptoms in Unipolar and Bipolar Mood Disorders	Cohen JN, Taylor Dryman M, Morrison AS, Gilbert KE, Heimberg RG, Gruber J.	10.1016/j.beth.2017.07.003	pubmed
704	Prediction of lithium treatment response in bipolar depression using 5-HTT and 5-HT(1A) PET	Ananth M, Bartlett EA, DeLorenzo C, Lin X, Kunkel L, Vadhan NP, Perlman G, Godstrey M, Holzmacher D, Ogden RT, Parsey RV, Huang C.	10.1007/s00259-020-04681-6	pubmed
705	Combination of lithium and electroconvulsive therapy (ECT) is associated with higher odds of delirium and cognitive problems in a large national sample across the United States	Patel RS, Bachu A, Youssef NA.	10.1016/j.brs.2019.08.012	pubmed
706	Coding and noncoding gene expression biomarkers in mood disorders and schizophrenia	Mamdani F, Martin MV, Lencz T, Rollins B, Robinson DG, Moon EA, Malhotra AK, Vawter MP.	10.1155/2013/748095	pubmed
707	Drug Class Review: Atypical Antipsychotic Drugs: Final Update 3 Report	McDonagh M, Peterson K, Carson S, Fu R, Thakurta S.		pubmed
708	Current status of co-occurring mood and substance use disorders: a new therapeutic target	Pettinati HM, O'Brien CP, Dundon WD.	10.1176/appi.ajp.2012.12010112	pubmed
709	Pathways to mental health care for patients with severe mental illness in Tunisia	Khiari H, Ouali U, Zgueb Y, Mrabet A, Nacef F.	10.11604/pamj.2019.34.118.19661	pubmed
710	Transdiagnostic treatment of bipolar disorder and comorbid anxiety with the unified protocol: a clinical replication series	Ellard KK, Deckersbach T, Sylvia LG, Nierenberg AA, Barlow DH.	10.1177/0145445512451272	pubmed
711	The double-edged sword of goal engagement: consequences of goal pursuit in bipolar disorder	Johnson SL, Fulford D, Carver CS.	10.1002/cpp.1801	pubmed
712	Meta-Analysis of the Treatment of Posttraumatic Stress Disorder in Adults With Comorbid Severe Mental Illness	Grubaugh AL, Brown WJ, Wojtalik JA, Myers US, Eack SM.	10.4088/JCP.20r13584	pubmed
713	Active suicidal ideation during clinical antidepressant trials	Ballard ED, Snider SL, Nugent AC, Luckenbaugh DA, Park L, Zarate CA Jr.	10.1016/j.psychres.2017.07.065	pubmed
714	A Preclinical Study of Casein Glycomacropeptide as a Dietary Intervention for Acute Mania	Liebenberg N, Jensen E, Larsen ER, Kousholt BS, Pereira VS, Fischer CW, Wegener G.	10.1093/ijnp/pyy012	pubmed
